"","Species","Scientific","Old_LongTerm","Old_Current","Old_Range","Old_Priority","New_LongTerm","New_Current","New_Range","New_Priority","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","rangelci","rangemean","rangerci","Change_LongTerm","Change_Current","Change_Range","Change_Priority","Cat_LongTerm","Cat_Current","Cat_Range","Cat_Priority","First_Category"
"440","Large-billed Crow","Corvus macrorhynchos","Trend Inconclusive","Stable","Very Large","Low","Stable","Trend Inconclusive","Very Large","Low",-16.9413880393521,-8.3785305815547,1.639925400685,-2.28304342615396,-1.70549595116975,-1.12794847618554,2258268,2258607,2258946,"<span style='color:blue' title='(-16.9, -8.4, 1.6) [Threshold: None]'>Trend Inconclusive → Stable</span>","<span style='color:black' title='(-2.3, -1.7, -1.1) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"441","Bengal Bushlark","Plocealauda assamica","Trend Inconclusive","Trend Inconclusive","Large","Low","Trend Inconclusive","Stable","Large","Low",-10.4654226553069,29.525967920871,92.272837584524,-2.77113126518079,-0.704724768513884,1.36168172815303,325655,326224,326793,"Trend Inconclusive","<span style='color:blue' title='(-2.8, -0.7, 1.4) [Threshold: None]'>Trend Inconclusive → Stable</span>","Large","Low",NA,NA,NA,"Low","Low"
"442","Jerdon's Bushlark","Plocealauda affinis","Stable","Stable","Large","Low","Trend Inconclusive","Trend Inconclusive","Large","Low",6.61911834647999,41.353001354397,86.696146480742,0.3136382714971,2.81693162450787,5.32022497751863,454777,455246,455715,"<span style='color:black' title='(6.6, 41.4, 86.7) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:black' title='(0.3, 2.8, 5.3) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Large","Low",NA,NA,NA,"Low","Low"
"443","Tawny Lark","Galerida deva","Trend Inconclusive","Stable","Large","Low","Trend Inconclusive","Trend Inconclusive","Large","Low",-49.8905241019174,-22.2778728246304,16.126107775857,-4.16653494040655,-2.2452012501362,-0.323867559865842,373472,374111,374750,"Trend Inconclusive","<span style='color:black' title='(-4.2, -2.2, -0.3) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Large","Low",NA,NA,NA,"Low","Low"
"444","Common Tailorbird","Orthotomus sutorius","Increase","Rapid Increase","Very Large","Low","Rapid Increase","Rapid Increase","Very Large","Low",92.682602945019,107.290628408109,123.334327428062,5.68923722593929,6.4653505128484,7.24146379975752,2430352,2430666,2430980,"<span style='color:blue' title='(92.7, 107.3, 123.3) [Threshold: x>50]'>Increase → Rapid Increase</span>","Rapid Increase","Very Large","Low",NA,NA,NA,"Low","Low"
"445","Gray-breasted Prinia","Prinia hodgsonii","Trend Inconclusive","Trend Inconclusive","Very Large","Low","Trend Inconclusive","Rapid Increase","Very Large","Low",9.57154485399199,25.366537232308,43.78592968487,3.37041056996825,4.67753685921476,5.98466314846127,1553522,1554104,1554686,"Trend Inconclusive","<span style='color:blue' title='(3.4, 4.7, 6.0) [Threshold: x>1.6]'>Trend Inconclusive → Rapid Increase</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"446","Jungle Prinia","Prinia sylvatica","Stable","Trend Inconclusive","Large","Low","Trend Inconclusive","Rapid Increase","Very Large","Low",11.781480824804,44.65841563512,83.590426574375,6.41229840898605,9.04333359776241,11.6743687865388,1039743,1040361,1040979,"<span style='color:black' title='(11.8, 44.7, 83.6) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:blue' title='(6.4, 9.0, 11.7) [Threshold: x>1.6]'>Trend Inconclusive → Rapid Increase</span>","<span style='color:blue' title='(1,039,743, 1,040,361, 1,040,979) [Threshold: x>1,000,000]'>Large → Very Large</span>","Low",NA,NA,NA,"Low","Low"
"447","Ashy Prinia","Prinia socialis","Rapid Increase","Increase","Very Large","Low","Rapid Increase","Rapid Increase","Very Large","Low",154.256743317342,187.370435290346,223.236848920254,2.05171602116466,3.14628950289816,4.24086298463167,2064346,2064717,2065088,"Rapid Increase","<span style='color:blue' title='(2.1, 3.1, 4.2) [Threshold: x>1.6]'>Increase → Rapid Increase</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"448","Plain Prinia","Prinia inornata","Rapid Increase","Stable","Very Large","Low","Rapid Increase","Trend Inconclusive","Very Large","Low",133.132903089345,160.588176413728,194.76236031334,-0.0334936229384729,0.653886121617648,1.34126586617377,2239100,2239561,2240022,"Rapid Increase","<span style='color:black' title='(-0.0, 0.7, 1.3) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"449","Zitting Cisticola","Cisticola juncidis","Stable","Stable","Very Large","Low","Increase","Increase","Very Large","Low",30.855535515702,51.701703531752,76.358139528457,2.45739229853218,3.561745774258,4.66609924998384,1774157,1774820,1775483,"<span style='color:blue' title='(30.9, 51.7, 76.4) [Threshold: 50>x>25]'>Stable → Increase</span>","<span style='color:blue' title='(2.5, 3.6, 4.7) [Threshold: 1.6>x>0.9]'>Stable → Increase</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"450","Booted Warbler","Iduna caligata","Stable","Stable","Large","Low","Trend Inconclusive","Trend Inconclusive","Very Large","Low",0.841214706307994,26.661811612973,56.472805402648,0.143104554905042,1.75738526041954,3.37166596593403,1311609,1312233,1312857,"<span style='color:black' title='(0.8, 26.7, 56.5) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:black' title='(0.1, 1.8, 3.4) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:blue' title='(1,311,609, 1,312,233, 1,312,857) [Threshold: x>1,000,000]'>Large → Very Large</span>","Low",NA,NA,NA,"Low","Low"
"451","Clamorous Reed Warbler","Acrocephalus stentoreus","Trend Inconclusive","Trend Inconclusive","Large","Low","Stable","Trend Inconclusive","Very Large","Low",-21.8395358666491,-7.6400890355205,9.48214158790501,-2.19599592023011,-1.21499976759033,-0.234003614950538,1043154,1043828,1044502,"<span style='color:blue' title='(-21.8, -7.6, 9.5) [Threshold: None]'>Trend Inconclusive → Stable</span>","Trend Inconclusive","<span style='color:blue' title='(1,043,154, 1,043,828, 1,044,502) [Threshold: x>1,000,000]'>Large → Very Large</span>","Low",NA,NA,NA,"Low","Low"
"452","Wire-tailed Swallow","Hirundo smithii","Stable","Stable","Very Large","Low","Trend Inconclusive","Increase","Very Large","Low",22.274644004072,43.146286038728,67.098558253412,1.07260108923221,2.28796712819741,3.5033331671626,1717866,1718364,1718862,"<span style='color:black' title='(22.3, 43.1, 67.1) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:blue' title='(1.1, 2.3, 3.5) [Threshold: 1.6>x>0.9]'>Stable → Increase</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"453","Streak-throated Swallow","Petrochelidon fluvicola","Trend Inconclusive","Trend Inconclusive","Large","Low","Stable","Stable","Very Large","Low",-18.1497489482181,2.159334356662,26.576866603794,-1.14323191121377,0.0177083143451962,1.17864853990417,1045560,1046318,1047076,"<span style='color:blue' title='(-18.1, 2.2, 26.6) [Threshold: None]'>Trend Inconclusive → Stable</span>","<span style='color:blue' title='(-1.1, 0.0, 1.2) [Threshold: None]'>Trend Inconclusive → Stable</span>","<span style='color:blue' title='(1,045,560, 1,046,318, 1,047,076) [Threshold: x>1,000,000]'>Large → Very Large</span>","Low",NA,NA,NA,"Low","Low"
"454","Red-whiskered Bulbul","Pycnonotus jocosus","Trend Inconclusive","Trend Inconclusive","Very Large","Low","Increase","Trend Inconclusive","Very Large","Low",44.956523218528,73.854862468532,106.88563855664,0.902994417251835,2.62261430096342,4.342234184675,1157404,1157715,1158026,"<span style='color:blue' title='(45.0, 73.9, 106.9) [Threshold: 50>x>25]'>Trend Inconclusive → Increase</span>","Trend Inconclusive","Very Large","Low",NA,NA,NA,"Low","Low"
"455","Red-vented Bulbul","Pycnonotus cafer","Trend Inconclusive","Trend Inconclusive","Very Large","Low","Rapid Increase","Increase","Very Large","Low",52.180478838586,61.461508634442,71.206471638859,1.76986328789487,2.18664878145123,2.60343427500758,2643355,2643570,2643785,"<span style='color:blue' title='(52.2, 61.5, 71.2) [Threshold: x>50]'>Trend Inconclusive → Rapid Increase</span>","<span style='color:blue' title='(1.8, 2.2, 2.6) [Threshold: 1.6>x>0.9]'>Trend Inconclusive → Increase</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"456","White-eared Bulbul","Pycnonotus leucotis","Stable","Stable","Large","Low","Trend Inconclusive","Trend Inconclusive","Large","Low",0.663557311299996,50.591826242561,123.347801001153,-1.89667826214323,1.21176665713422,4.32021157641167,403749,404094,404439,"<span style='color:black' title='(0.7, 50.6, 123.3) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:black' title='(-1.9, 1.2, 4.3) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Large","Low",NA,NA,NA,"Low","Low"
"457","Hume's Warbler","Phylloscopus humei","Stable","Stable","Large","Low","Increase","Trend Inconclusive","Large","Low",51.029839733695,88.421286438051,138.637528115557,4.78468894974251,7.79856116238626,10.81243337503,823945,824441,824937,"<span style='color:blue' title='(51.0, 88.4, 138.6) [Threshold: 50>x>25]'>Stable → Increase</span>","<span style='color:black' title='(4.8, 7.8, 10.8) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Large","Low",NA,NA,NA,"Low","Low"
"458","Tickell's Leaf Warbler","Phylloscopus affinis","Decline","Stable","Large","Low","Trend Inconclusive","Stable","Large","Low",-59.7342982627701,-44.9979016698477,-24.4838175832042,-3.39122134174912,-1.27240418810272,0.846412965543681,359850,360483,361116,"<span style='color:black' title='(-59.7, -45.0, -24.5) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Stable","Large","Low",NA,NA,NA,"Low","Low"
"459","Common Chiffchaff","Phylloscopus collybita","Trend Inconclusive","Trend Inconclusive","Large","Low","Trend Inconclusive","Trend Inconclusive","Very Large","Low",-95.9548215535448,-3.42834598088579,1685.59748178796,-493.281938702785,24.7846615500403,542.851261802865,1117638,1118296,1118954,"Trend Inconclusive","Trend Inconclusive","<span style='color:blue' title='(1,117,638, 1,118,296, 1,118,954) [Threshold: x>1,000,000]'>Large → Very Large</span>","Low",NA,NA,NA,"Low","Low"
"460","Greenish Warbler","Phylloscopus trochiloides","Trend Inconclusive","Stable","Very Large","Low","Trend Inconclusive","Increase","Very Large","Low",0.257608606472004,13.26954233312,28.409822140496,1.97955495372929,3.08796740527791,4.19637985682653,1484132,1484597,1485062,"Trend Inconclusive","<span style='color:blue' title='(2.0, 3.1, 4.2) [Threshold: 1.6>x>0.9]'>Stable → Increase</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"461","Lesser Whitethroat","Curruca curruca","Trend Inconclusive","Stable","Very Large","Low","Trend Inconclusive","Trend Inconclusive","Large","Low",-31.7679653969613,-17.9853792665587,-0.874056841047206,0.832057391292622,2.46934687299322,4.10663635469382,880008,880008,880008,"Trend Inconclusive","<span style='color:black' title='(0.8, 2.5, 4.1) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:red' title='(880,008, 880,008, 880,008) [Threshold: 250,000<x<1,000,000]'>Very Large → Large</span>","Low",NA,NA,NA,"Low","Low"
"462","Yellow-eyed Babbler","Chrysomma sinense","Stable","Stable","Very Large","Low","Trend Inconclusive","Trend Inconclusive","Very Large","Low",0.927399868275003,21.819173964596,46.306323786935,0.51550324656913,1.71966974843261,2.92383625029609,1497444,1498044,1498644,"<span style='color:black' title='(0.9, 21.8, 46.3) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:black' title='(0.5, 1.7, 2.9) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"463","Indian White-eye","Zosterops palpebrosus","Stable","Stable","Very Large","Low","Trend Inconclusive","Increase","Very Large","Low",21.978205157868,38.207818008051,54.700855393294,1.32695687270472,2.32706273259408,3.32716859248343,1789271,1789723,1790175,"<span style='color:black' title='(22.0, 38.2, 54.7) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:blue' title='(1.3, 2.3, 3.3) [Threshold: 1.6>x>0.9]'>Stable → Increase</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"464","Indian Scimitar-Babbler","Pomatorhinus horsfieldii","Decline","Increase","Large","Low","Trend Inconclusive","Trend Inconclusive","Large","Low",-46.9531196135061,-27.5611773534869,-3.4695969667837,1.68327030699097,4.82191690646861,7.96056350594624,302539,302934,303329,"<span style='color:black' title='(-47.0, -27.6, -3.5) [Threshold: NA]'>Decline → Trend Inconclusive</span>","<span style='color:black' title='(1.7, 4.8, 8.0) [Threshold: NA]'>Increase → Trend Inconclusive</span>","Large","Low",NA,NA,NA,"Low","Low"
"465","Puff-throated Babbler","Pellorneum ruficeps","Decline","Stable","Large","Low","Stable","Rapid Increase","Large","Low",-12.5211435873605,6.75767922688399,31.088234453965,4.69190709318682,7.31936388305489,9.94682067292297,679611,680060,680509,"<span style='color:blue' title='(-12.5, 6.8, 31.1) [Threshold: None]'>Decline → Stable</span>","<span style='color:blue' title='(4.7, 7.3, 9.9) [Threshold: x>1.6]'>Stable → Rapid Increase</span>","Large","Low",NA,NA,NA,"Low","Low"
"466","Large Gray Babbler","Argya malcolmi","Trend Inconclusive","Stable","Very Large","Low","Stable","Stable","Very Large","Low",-17.3168447782689,1.11473852082,24.112766957701,-1.58595587724288,-0.22953908373459,1.1268777097737,1460187,1460620,1461053,"<span style='color:blue' title='(-17.3, 1.1, 24.1) [Threshold: None]'>Trend Inconclusive → Stable</span>","Stable","Very Large","Low",NA,NA,NA,"Low","Low"
"467","Yellow-billed Babbler","Argya affinis","Stable","Stable","Large","Low","Trend Inconclusive","Stable","Large","Low",2.664274367818,32.703576678686,72.70524558831,-2.02752404518481,-0.10031737700097,1.82688929118287,558688,559043,559398,"<span style='color:black' title='(2.7, 32.7, 72.7) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Stable","Large","Low",NA,NA,NA,"Low","Low"
"468","Common Myna","Acridotheres tristis","Trend Inconclusive","Stable","Very Large","Low","Trend Inconclusive","Trend Inconclusive","Very Large","Low",22.235872782952,30.330557325926,38.769020975235,-1.06491808590213,-0.677487818800535,-0.290057551698936,2633751,2633968,2634185,"Trend Inconclusive","<span style='color:black' title='(-1.1, -0.7, -0.3) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"469","Indian Robin","Copsychus fulicatus","Stable","Trend Inconclusive","Very Large","Low","Trend Inconclusive","Trend Inconclusive","Very Large","Low",16.613755845712,34.59221094939,55.105030065982,0.207952502334403,1.3081225473713,2.4082925924082,2190689,2191030,2191371,"<span style='color:black' title='(16.6, 34.6, 55.1) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Trend Inconclusive","Very Large","Low",NA,NA,NA,"Low","Low"
"470","Oriental Magpie-Robin","Copsychus saularis","Trend Inconclusive","Stable","Very Large","Low","Rapid Increase","Trend Inconclusive","Very Large","Low",53.044328554314,65.905371602275,80.586001134362,0.903816957600982,1.57772892861938,2.25164089963778,2350887,2351257,2351627,"<span style='color:blue' title='(53.0, 65.9, 80.6) [Threshold: x>50]'>Trend Inconclusive → Rapid Increase</span>","<span style='color:black' title='(0.9, 1.6, 2.3) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"471","White-rumped Shama","Copsychus malabaricus","Stable","Stable","Large","Low","Trend Inconclusive","Stable","Large","Low",-6.9625888255617,22.272696025294,61.270996163161,-2.31505587709333,-0.567857300528708,1.17934127603592,590829,591337,591845,"<span style='color:black' title='(-7.0, 22.3, 61.3) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Stable","Large","Low",NA,NA,NA,"Low","Low"
"472","Verditer Flycatcher","Eumyias thalassinus","Stable","Stable","Large","Low","Stable","Trend Inconclusive","Large","Low",-13.0773009971551,4.783128543155,24.180689068334,-2.4336544840804,-1.39948162092091,-0.36530875776143,965680,966325,966970,"Stable","<span style='color:black' title='(-2.4, -1.4, -0.4) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Large","Low",NA,NA,NA,"Low","Low"
"473","Tickell's Blue Flycatcher","Cyornis tickelliae","Trend Inconclusive","Trend Inconclusive","Large","Low","Increase","Rapid Increase","Very Large","Low",44.572221421487,77.010131236023,116.65620573138,2.38544993015012,4.42693022910142,6.46841052805271,1030275,1030771,1031267,"<span style='color:blue' title='(44.6, 77.0, 116.7) [Threshold: 50>x>25]'>Trend Inconclusive → Increase</span>","<span style='color:blue' title='(2.4, 4.4, 6.5) [Threshold: x>1.6]'>Trend Inconclusive → Rapid Increase</span>","<span style='color:blue' title='(1,030,275, 1,030,771, 1,031,267) [Threshold: x>1,000,000]'>Large → Very Large</span>","Low",NA,NA,NA,"Low","Low"
"474","Blue Whistling-Thrush","Myophonus caeruleus","Stable","Stable","Large","Low","Trend Inconclusive","Stable","Large","Low",-14.0492586073845,20.405753165482,60.276828107779,-1.78436097950672,0.52096714676909,2.8262952730449,354949,355229,355509,"<span style='color:black' title='(-14.0, 20.4, 60.3) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Stable","Large","Low",NA,NA,NA,"Low","Low"
"475","Red-breasted Flycatcher","Ficedula parva","Stable","Trend Inconclusive","Very Large","Low","Trend Inconclusive","Trend Inconclusive","Very Large","Low",-51.2776613375153,-5.43478315136601,86.06211758232,-5.21999393186388,1.13111275644804,7.48221944475995,1605844,1606355,1606866,"<span style='color:black' title='(-51.3, -5.4, 86.1) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Trend Inconclusive","Very Large","Low",NA,NA,NA,"Low","Low"
