"eBird.English.Name.2025","eBird.Scientific.Name.2025","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Avilist.English.Name","Avilist.Scientific.Name","Avibase.ID","Selected.NRL","Generation.Length","No.of.Subspecies","Percent.of.Global.Range","India.Checklist.Sortorder","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","proj2033.lci","proj2033.mean","proj2033.rci","proj2034.lci","proj2034.mean","proj2034.rci","rangemean","rangelci","rangerci"
"Baillon's Crake","Zapornia pusilla","baicra1","Gruiformes","Rallidae (Rails, Gallinules, and Coots)","Low","Data Deficient","Uncertain","Moderate","24 hour","Diurnal","Omnivore","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Baillon's Crake","Zapornia pusilla","Baillon's Crake","Zapornia pusilla","Least Concern","Schedule-II","","",NA,"Baillon's Crake","Zapornia pusilla","avibase-34D5B04D",1,2.81,1,0.064362041,206,"","X","X",270,0.0407407407407407,0.264351851851852,0.262962962962963,16.1962962962963,0.800285501959255,NA,NA,NA,-11.4916334786216,-7.60554186840968,-3.71945025819776,17.8902729287911,27.3390386536498,41.7007600285812,15.0165429056306,24.2522139401638,39.1586692049623,12.5919746300577,21.5407957308427,36.8482699488362,10.5428609082989,19.1269921215245,34.7272368730568,8.82394347660188,16.9901662061599,32.7105350643638,7.37608988003553,15.0877303235446,30.7962724421516,6.16577775938068,13.3937701399274,29.0457870621857,5.14890225439338,11.8867952421673,27.3670360937898,NA,NA,NA,154954,154954,154954
"Black-tailed Crake","Zapornia bicolor","bltcra1","Gruiformes","Rallidae (Rails, Gallinules, and Coots)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Wetland","Resident & Local Migrant",1,NA,NA,"Black-tailed Crake","Zapornia bicolor","Black-tailed Crake","Zapornia bicolor","Least Concern","Schedule-II","","",NA,"Black-tailed Crake","Zapornia bicolor","avibase-A108727C",1,4.06,1,0.154641234,207,"","","X",31,0.032258064516129,0.326612903225806,0.548387096774194,12.8387096774194,2.10254723534678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14097,14097,14097
"Masked Finfoot","Heliopais personatus","masfin3","Gruiformes","Heliornithidae (Finfoots)",NA,NA,NA,NA,"24 hour","24 hour","Omnivore","No","No","No","Non-endemic","Wetland","Resident (Extirpated)",NA,NA,NA,"Masked Finfoot","Heliopais personatus","Masked Finfoot","Heliopais personatus","Critically Endangered","Schedule-I","","",NA,"Masked Finfoot","Heliopais personatus","avibase-EC6869E2",1,5.11,1,NA,208,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siberian Crane","Leucogeranus leucogeranus","sibcra1","Gruiformes","Gruidae (Cranes)",NA,NA,NA,NA,"No information","No information","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant (Extirpated)",NA,1,NA,"Siberian Crane","Leucogeranus leucogeranus","Siberian Crane","Leucogeranus leucogeranus","Critically Endangered","Schedule-I","Appendix I","Appendix I",NA,"Siberian Crane","Leucogeranus leucogeranus","avibase-77845DAD",1,21.6,1,0.037861157,209,"","","",1,1,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sarus Crane","Antigone antigone","sarcra1","Gruiformes","Gruidae (Cranes)","Moderate","Moderate Decline","Moderate Decline","Large","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Sarus Crane","Antigone antigone","Sarus Crane","Grus antigone","Vulnerable","Schedule-I","Appendix II","Appendix II",90,"Sarus Crane","Antigone antigone","avibase-8D891DB7",1,16.44,2,0.450732772,210,"X","X","X",487,0.100616016427105,0.286447638603696,0.388090349075975,8.60164271047228,0.545430612104968,33.5765800491058,38.007973719239,43.0891102684319,-4.04723285681896,-3.23910127953944,-2.43096970225991,42.8399189029757,47.0320045612988,51.6658382386093,39.6938738196125,44.1362104020584,49.0817111362755,36.7571035272011,41.3895064910958,46.6142215180699,34.0483974269281,38.8242119661503,44.283710066224,31.5168485213269,36.3896225712747,42.0863886271474,29.1821697600441,34.1132642928138,39.9775560910283,27.0010243012892,32.0085993896639,37.9709740129014,24.9786389429416,30.0263473149917,36.0776169146968,NA,NA,NA,433802,433329,434275
"Demoiselle Crane","Grus virgo","demcra1","Gruiformes","Gruidae (Cranes)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Open Habitat","Winter Migrant",1,NA,NA,"Demoiselle Crane","Grus virgo","Demoiselle Crane","Anthropoides virgo","Least Concern","Schedule-I","Appendix II","Appendix II",1000,"Demoiselle Crane","Grus virgo","avibase-64DDD14D",1,8.87,1,0.12065995,211,"X","X","X",250,0.108,0.289,0.452,10.004,0.720802932853105,16.5243656872744,19.2779343480082,22.4343481773156,-3.42863747779497,-2.46202279631247,-1.49540811482997,29.3538285046827,35.3965126658547,42.7277764159432,26.4109379000999,32.6995231226469,40.4145887985031,23.7451014843759,30.179470539335,38.2494352043661,21.3541629349778,27.8615292416159,36.2309568234881,19.1991038544418,25.7119193442381,34.3299571024389,17.2366706152402,23.7336399615203,32.4717115417698,15.4780749009241,21.8727549184089,30.7564314606591,13.9021666435073,20.1827296688288,29.1569573534072,NA,NA,NA,191617,191197,192037
"Common Crane","Grus grus","comcra","Gruiformes","Gruidae (Cranes)","Moderate","Strong Decline","Uncertain","Moderate","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,NA,NA,"Common Crane","Grus grus","Common Crane","Grus grus","Least Concern","Schedule-I","Appendix II","Appendix II",1000,"Common Crane","Grus grus","avibase-99B8841E",1,13.93,1,0.025272323,212,"X","X","X",289,0.1280276816609,0.331314878892734,0.467128027681661,10.0519031141869,0.681622858654732,24.1392918609973,27.7655966995592,32.4867690533229,-1.8279291824514,-1.12655801590987,-0.425186849368354,66.1742031543581,75.03823088859,85.1142642980438,62.9532304641948,72.628132889055,83.7116221673276,59.9112930980425,70.3171872159335,82.3747213326844,56.9865546229264,68.0161402890129,81.1051320364084,54.2034323690099,65.7791964902376,79.9100224889606,51.4852931157797,63.5651498448365,78.7065312778289,48.9728284943519,61.5118184386299,77.5050910366703,46.5740843332481,59.5585031953496,76.3817255254615,NA,NA,NA,236519,236216,236822
"Black-necked Crane","Grus nigricollis","blncra1","Gruiformes","Gruidae (Cranes)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Wetland","Localized Summer Migrant & Localized Winter Migrant",1,NA,NA,"Black-necked Crane","Grus nigricollis","Black-necked Crane","Grus nigricollis","Near Threatened","Schedule-I","Appendix I","Appendix I",NA,"Black-necked Crane","Grus nigricollis","avibase-7A78AD1C",1,13.58,1,0.010969813,213,"","","X",24,0.208333333333333,0.401041666666667,0.666666666666667,6.83333333333333,1.69193426169391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19723,19425,20021
"Great Thick-knee","Esacus recurvirostris","grtkne1","Charadriiformes","Burhinidae (Thick-knees)","Moderate","Moderate Decline","Uncertain","Large","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Resident",1,NA,NA,"Great Thick-knee","Esacus recurvirostris","Great Thick-knee","Esacus recurvirostris","Near Threatened","Schedule-II","","",250,"Great Stone-curlew","Esacus recurvirostris","avibase-C2178ACC",1,8.24,1,0.553842798,214,"X","X","X",467,0.0728051391862955,0.267130620985011,0.385438972162741,11.813704496788,0.593926577430836,30.8508618608213,34.9494261636875,39.9230700593128,-1.56351147053485,-0.827986924778344,-0.0924623790218411,64.0457322502313,72.9316451288672,83.1750003547958,61.7090585995361,71.4888596833324,82.9125849671002,59.348552981651,70.0614436011482,82.6734228731957,57.1519790960611,68.6979146494758,82.5505927264595,55.0193632193654,67.2784541858581,82.3714151392638,52.8996678288437,65.94144162286,82.2051359353861,50.9111861133886,64.6362761517153,82.1162067499777,48.9458167627569,63.3566026912178,82.0107151200274,NA,NA,NA,490563,489992,491134
"Beach Thick-knee","Esacus magnirostris","beathk1","Charadriiformes","Burhinidae (Thick-knees)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Resident",NA,NA,1,"Beach Thick-knee","Esacus magnirostris","Beach Thick-knee","Esacus magnirostris","Near Threatened","Schedule-II","","",250,"Beach Stone-curlew","Esacus magnirostris","avibase-0CD2083B",1,9.51,1,0.011412748,215,"","","",16,0.0625,0.25,0.4375,6.0625,2.60803238412921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indian Thick-knee","Burhinus indicus","indthk1","Charadriiformes","Burhinidae (Thick-knees)","Moderate","Strong Decline","Uncertain","Large","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Open Habitat","Resident",1,NA,NA,"Indian Thick-knee","Burhinus indicus","Indian Thick-knee","Burhinus indicus","Least Concern","Schedule-II","","",NA,"Indian Stone-curlew","Burhinus indicus","avibase-89404B93",1,6.55,1,0.69755022,216,"","","X",1099,0.0336669699727025,0.27638762511374,0.462238398544131,11.8744313011829,0.3856900881756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352322,1351685,1352959
"Black-winged Stilt","Himantopus himantopus","bkwsti","Charadriiformes","Recurvirostridae (Stilts and Avocets)","Low","Stable","Uncertain","Large","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Resident & Local Migrant",NA,NA,NA,"Black-winged Stilt","Himantopus himantopus","Black-winged Stilt","Himantopus himantopus","Least Concern","Schedule-II","","Appendix II",1700,"Black-winged Stilt","Himantopus himantopus","avibase-3CAEB7CE",1,6.69,1,0.04777334,217,"X","X","X",2550,0.0866666666666667,0.402696078431373,0.556078431372549,9.60588235294118,0.249149276972478,82.7844744091457,87.4680857279405,92.1707034114246,-3.21691953091837,-1.78466918189805,-0.352418832877726,72.2330148976277,80.2064813958542,89.0631030182189,69.9149993969897,78.7279828663359,88.6303660681195,67.644974791718,77.2732831787508,88.2351119059435,65.4232672450529,75.8341141687043,87.8751684955116,63.2720034020344,74.4254941850523,87.5169934442545,61.173781832943,73.0457655251777,87.1618898167467,59.1338150578323,71.6905946421324,86.8246713200118,57.1675143958319,70.3551038034706,86.4896580910029,NA,NA,NA,1801434,1801067,1801801
"Pied Avocet","Recurvirostra avosetta","pieavo1","Charadriiformes","Recurvirostridae (Stilts and Avocets)","Moderate","Uncertain","Moderate Decline","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Pied Avocet","Recurvirostra avosetta","Pied Avocet","Recurvirostra avosetta","Least Concern","Schedule-II","","Appendix II",1000,"Pied Avocet","Recurvirostra avosetta","avibase-C73ED2F5",1,6.58,1,0.041295255,218,"X","X","X",390,0.135897435897436,0.291025641025641,0.307692307692308,10.7384615384615,0.640665601316697,23.6628849708342,26.543355648226,29.9237483544836,-6.51444906305573,-3.58849125555961,-0.662533448063495,34.6468292568191,48.5103259661545,67.7396976811979,30.6250727933823,44.8309480038096,65.4517576566714,27.0329993633437,41.4298586077958,63.3121288566766,23.8354059214382,38.287872155751,61.295598628789,21.0266511062981,35.370782941389,59.3706828285132,18.5241894797005,32.6835365066519,57.5304403455492,16.3309074835713,30.200114363206,55.7367982917524,14.393721795942,27.9109811435791,54.0438512880439,NA,NA,NA,310534,310043,311025
"Ibisbill","Ibidorhyncha struthersii","ibisbi1","Charadriiformes","Ibidorhynchidae (Ibisbill)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Local Migrant",1,NA,NA,"Ibisbill","Ibidorhyncha struthersii","Ibisbill","Ibidorhyncha struthersii","Least Concern","Schedule-I","","Appendix II",NA,"Ibisbill","Ibidorhyncha struthersii","avibase-0C1F2A47",1,5.07,1,0.054316764,219,"","","X",46,0.217391304347826,0.296195652173913,0.456521739130435,11.9130434782609,1.76450080407651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28250,27974,28526
"Eurasian Oystercatcher","Haematopus ostralegus","euroys1","Charadriiformes","Haematopodidae (Oystercatchers)","Moderate","Data Deficient","Uncertain","Restricted","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Eurasian Oystercatcher","Haematopus ostralegus","Eurasian Oystercatcher","Haematopus ostralegus","Near Threatened","Schedule-II","","Appendix II",NA,"Eurasian Oystercatcher","Haematopus ostralegus","avibase-ED663165",1,13.19,2,0.027169772,220,"","X","X",64,0.234375,0.28515625,0.3125,12.703125,1.82177589305433,NA,NA,NA,-7.59477493809012,-4.67966987618196,-1.76456481427381,37.5099044801682,49.2475031195394,64.5943584363867,34.0625991490501,46.3805417270591,63.033409296717,30.9016511683746,43.6525317818381,61.6335176311825,28.0428358383343,41.0860270665474,60.2094045373589,25.4445726052077,38.6745764188316,58.9105132648262,23.0771254270697,36.4225311315224,57.5572653682527,20.9143556378297,34.3153022568173,56.3591651297281,18.9365029595073,32.3171647272489,55.1726197385175,NA,NA,NA,23952,23656,24248
"Black-bellied Plover","Pluvialis squatarola","bkbplo","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Strong Decline","Uncertain","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Grey Plover","Pluvialis squatarola","Grey Plover","Pluvialis squatarola","Vulnerable","Schedule-II","","Appendix II",300,"Grey Plover","Pluvialis squatarola","avibase-27903EF7",1,7.63,1,0.022067535,221,"X","X","X",164,0.170731707317073,0.35594512195122,0.475609756097561,12.4085365853659,1.11103444713818,29.0969377623834,35.0813146382022,41.8862857587813,-1.30327811401399,-0.225887133674098,0.851503846665794,87.6673035132451,107.072655603598,130.743920149009,84.8696834917981,106.436911403179,133.492447439674,82.2385837813976,105.828224242374,136.371340660068,79.5214389823529,105.2292484582,139.334442646045,76.885140694486,104.668335398621,142.437602640347,74.3528307501837,104.057878736195,145.597090845662,71.8484611349401,103.446919547745,148.91274598215,69.4291155562859,102.862695658608,152.39836380162,NA,NA,NA,86526,86214,86838
"European Golden-Plover","Pluvialis apricaria","eugplo","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Eurasian Golden-Plover","Pluvialis apricaria","Eurasian Golden Plover","Pluvialis apricaria","Least Concern","Schedule-II","","Appendix II",NA,"European Golden Plover","Pluvialis apricaria","avibase-25A20BA6",NA,3.99,1,NA,222,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American Golden-Plover","Pluvialis dominica","amgplo","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"American Golden-Plover","Pluvialis dominica","American Golden Plover","Pluvialis dominica","Least Concern","Schedule-II","","Appendix II",NA,"American Golden Plover","Pluvialis dominica","avibase-2143A852",NA,5.43,1,NA,223,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacific Golden-Plover","Pluvialis fulva","pagplo","Charadriiformes","Charadriidae (Plovers and Lapwings)","High","Strong Decline","Strong Decline","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Pacific Golden-Plover","Pluvialis fulva","Pacific Golden Plover","Pluvialis fulva","Least Concern","Schedule-I","","Appendix II",NA,"Pacific Golden Plover","Pluvialis fulva","avibase-07C11CF3",1,4.61,1,0.061888194,224,"X","X","X",421,0.159144893111639,0.356294536817102,0.494061757719715,13.1710213776722,0.685512676642336,22.9819638695317,25.402813826248,28.2522522076256,-0.906791886670586,-0.221063050135546,0.464665786399495,69.0438934640657,83.26121072164,100.551504777577,66.9031537836612,82.6784105753179,102.39972018297,64.7689312215221,82.1295639829042,104.343907852232,62.6676722943449,81.5764732955123,106.397332864701,60.6691162859314,81.0026826344626,108.527964094429,58.7020695711464,80.4648697555172,110.700597366738,56.7605047224361,79.9999587105303,112.947604618804,54.8938262056867,79.4537867597558,115.231992470831,NA,NA,NA,316137,315724,316550
"Common Ringed Plover","Charadrius hiaticula","corplo","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Common Ringed Plover","Charadrius hiaticula","Common Ringed Plover","Charadrius hiaticula","Least Concern","Schedule-II","","Appendix II",NA,"Common Ringed Plover","Charadrius hiaticula","avibase-EDA37B7C",1,4.72,1,0.004364056,225,"","","",35,0.0571428571428571,0.189285714285714,0.2,17.9428571428571,2.24977865577927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Little Ringed Plover","Thinornis dubius","lirplo","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Moderate Decline","Moderate Decline","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Resident & Winter Migrant",NA,NA,NA,"Little Ringed Plover","Thinornis dubius","Little Ringed Plover","Charadrius dubius","Least Concern","Schedule-II","","Appendix II",1000,"Little Ringed Plover","Thinornis dubius","avibase-35EC3BBF",1,4.92,2,0.063351861,226,"X","X","X",2095,0.0873508353221957,0.358830548926014,0.510739856801909,10.7661097852029,0.276095033570025,37.5979945204606,39.5247691691869,41.6588696384027,-2.49908814862614,-1.77004113672904,-1.04099412483195,58.6990305125189,65.1105090576544,72.2507209630419,55.7214973795396,62.6711007938089,70.4858501354607,52.8624997189368,60.3247351414916,68.8018166512854,50.1625428536656,58.0491603434792,67.1814072901505,47.583029089469,55.860864043422,65.5990837063112,45.1264211364593,53.7442795906496,64.063881132005,42.7977561883996,51.7214778514462,62.5744035744367,40.5767820989478,49.7837820412482,61.1246544980434,NA,NA,NA,1779525,1778985,1780065
"Long-billed Plover","Thinornis placidus","lobplo1","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident & Winter Migrant",1,NA,NA,"Long-billed Plover","Thinornis placidus","Long-billed Plover","Charadrius placidus","Least Concern","Schedule-II","","Appendix II",NA,"Long-billed Plover","Thinornis placidus","avibase-8294655E",1,4.03,1,0.029745907,227,"","","X",16,0.125,0.2890625,0.5,11.3125,2.46445320169269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15027,14605,15449
"Northern Lapwing","Vanellus vanellus","norlap","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Data Deficient","Uncertain","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Northern Lapwing","Vanellus vanellus","Northern Lapwing","Vanellus vanellus","Near Threatened","Schedule-II","","Appendix II",250,"Northern Lapwing","Vanellus vanellus","avibase-F029489A",1,6,1,0.01659939,228,"X","X","X",120,0.183333333333333,0.267708333333333,0.391666666666667,13.9083333333333,0.966175862555891,85.1455758349775,105.194310335656,130.853751317155,-4.22551907601733,-1.58049802933949,1.06452301733835,65.3168410689088,78.1500114711957,93.2160763248431,62.9143520844439,77.0405228967526,94.146891272641,60.555393253039,75.9215204666051,95.0823425279387,58.2655040500279,74.8055270049392,95.9981568004814,56.0947265333404,73.7318261572028,97.0672498465814,53.9494079248401,72.7493509319818,98.1705506957307,51.7647434329782,71.7241151245357,99.2181841990801,49.7803969570738,70.7531030524345,100.380982476842,NA,NA,NA,101784,101334,102234
"River Lapwing","Vanellus duvaucelii","rivlap1","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident & Local Migrant",NA,NA,NA,"River Lapwing","Vanellus duvaucelii","River Lapwing","Vanellus duvaucelii","Near Threatened","Schedule-II","","",250,"River Lapwing","Vanellus duvaucelii","avibase-DDE5A01E",1,4.5,1,0.437080243,229,"X","X","X",630,0.0825396825396825,0.295634920634921,0.473015873015873,9.65238095238095,0.482905324443524,61.0598067213719,70.4708963412696,82.724992361927,-1.91668168455871,-0.556897800243021,0.802886084072671,88.452118952473,98.6885139599152,109.946287800401,86.5100871092035,97.9283541351734,110.764997338101,84.6033604193846,97.1823868825021,111.618041432812,82.7125134658769,96.4608184137059,112.544957660716,80.9150755816575,95.7772116769545,113.474527500591,79.1029288638565,95.1171524361597,114.428158631177,77.318965245781,94.4253731063955,115.361639551544,75.5615964325584,93.8069625964749,116.33051076187,NA,NA,NA,514233,513772,514694
