eBird.English.Name.2022,longtermlci,longtermmean,longtermrci,currentslopelci,currentslopemean,currentsloperci,rangelci,rangemean,rangerci,SOIBv2.Long.Term.Status,SOIBv2.Current.Status,SOIBv2.Range.Status,SOIBv2.Priority.Status
Fulvous Whistling-Duck,NA,NA,NA,-5.781683825,-2.82345425,0.134775326,12.493,12.55,12.607,Insufficient Data,Trend Inconclusive,Moderate,Low
Lesser Whistling-Duck,-6.64571127,11.53230092,33.31167808,-1.519473066,0.388027453,2.295527973,174.473,174.526,174.579,Stable,Stable,Very Large,Low
Bar-headed Goose,-42.41415765,-33.03819641,-21.8107226,-4.228364861,-2.841378358,-1.454391856,57.423,57.47,57.517,Trend Inconclusive,Decline,Large,Moderate
Graylag Goose,-60.79668741,-33.09162479,19.44610879,-5.966260116,1.759978124,9.486216365,35.801,35.851,35.901,Trend Inconclusive,Trend Inconclusive,Large,Low
Greater White-fronted Goose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesser White-fronted Goose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taiga Bean-Goose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tundra Bean-Goose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red-breasted Goose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mute Swan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tundra Swan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whooper Swan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Knob-billed Duck,-33.98716081,-22.98485595,-10.12670564,-3.174129512,-1.779818605,-0.385507699,89.533,89.59,89.647,Trend Inconclusive,Trend Inconclusive,Large,Low
Ruddy Shelduck,-58.68214328,-52.53098532,-45.46947316,-5.746346043,-4.720177102,-3.694008162,95.154,95.206,95.258,Decline,Rapid Decline,Large,High
Common Shelduck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cotton Pygmy-Goose,-62.22085547,-57.0660294,-51.11762962,-4.828586252,-3.709033707,-2.589481162,105.041,105.106,105.171,Rapid Decline,Decline,Very Large,Moderate
Mandarin Duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baikal Teal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garganey,-63.60200819,-57.48364372,-50.7760313,-6.842896182,-5.721918511,-4.600940841,64.637,64.637,64.637,Rapid Decline,Rapid Decline,Large,High
Northern Shoveler,-69.90047039,-64.54960802,-59.22036434,-8.024382605,-7.029833729,-6.035284854,101.625,101.677,101.729,Rapid Decline,Rapid Decline,Very Large,High
Gadwall,-38.31592327,-26.57925453,-12.94132937,-4.436013756,-2.862681702,-1.289349649,83.008,83.064,83.12,Trend Inconclusive,Decline,Large,Moderate
Falcated Duck,NA,NA,NA,NA,NA,NA,1.692,1.728,1.764,Insufficient Data,Insufficient Data,Restricted,Moderate
Eurasian Wigeon,-68.93854485,-59.94344458,-48.51379082,-6.542905483,-4.50499148,-2.467077478,73.873,73.932,73.991,Decline,Decline,Large,Moderate
Indian Spot-billed Duck,8.489154067,21.88403846,36.77749799,-1.945173485,-0.690476129,0.564221227,153.166,153.212,153.258,Trend Inconclusive,Stable,Very Large,Low
Eastern Spot-billed Duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mallard,-46.6151853,-33.2823145,-15.32041638,-4.062144879,-2.248707514,-0.435270149,25.338,25.397,25.456,Trend Inconclusive,Trend Inconclusive,Large,Low
Northern Pintail,-79.08530201,-74.97510649,-70.42496346,-8.233805851,-7.091791356,-5.949776862,115.454,115.514,115.574,Rapid Decline,Rapid Decline,Very Large,High
Green-winged Teal,-75.37502293,-68.95362618,-60.41483361,-7.463076932,-5.776699241,-4.090321551,98.676,98.733,98.79,Rapid Decline,Rapid Decline,Large,High
Andaman Teal,NA,NA,NA,1.955873935,7.512796352,13.06971877,0.382,0.409,0.436,Insufficient Data,Trend Inconclusive,Restricted,High
Marbled Teal,NA,NA,NA,NA,NA,NA,0,0,0,Insufficient Data,Insufficient Data,Very Restricted,High
Pink-headed Duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
White-winged Duck,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,Insufficient Data,Insufficient Data,Very Restricted,High
Red-crested Pochard,-52.26292644,-41.6709468,-29.0527194,-1.911239717,0.033247955,1.977735628,55.574,55.629,55.684,Decline,Stable,Large,Low
Common Pochard,-74.67530969,-68.43738669,-59.99963941,-6.143815327,-4.322598183,-2.501381039,50.278,50.278,50.278,Rapid Decline,Decline,Large,High
Ferruginous Duck,-58.77575189,-39.92019486,-14.92637163,-5.79393298,-2.814684535,0.164563909,36.489,36.547,36.605,Trend Inconclusive,Trend Inconclusive,Large,Moderate
Baer's Pochard,NA,NA,NA,NA,NA,NA,0.13,0.175,0.22,Insufficient Data,Insufficient Data,Very Restricted,High
Tufted Duck,-82.40216675,-78.1623685,-72.76616945,-6.523979972,-4.672985143,-2.821990314,45.438,45.495,45.552,Rapid Decline,Decline,Large,High
Greater Scaup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Long-tailed Duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Common Goldeneye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Smew,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Common Merganser,-81.17811286,-74.39187993,-65.00155473,-9.895667131,-7.780618386,-5.66556964,5.73,5.779,5.828,Rapid Decline,Rapid Decline,Moderate,High
Red-breasted Merganser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
White-headed Duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicobar Megapode,NA,NA,NA,NA,NA,NA,0.146,0.15,0.154,Insufficient Data,Insufficient Data,Restricted,High
Hill Partridge,-20.89640137,3.30061005,34.93519118,4.885432586,9.395265343,13.9050981,8.385,8.421,8.457,Stable,Trend Inconclusive,Moderate,Low
Chestnut-breasted Partridge,NA,NA,NA,NA,NA,NA,0.816,0.856,0.896,Insufficient Data,Insufficient Data,Restricted,Moderate
Rufous-throated Partridge,NA,NA,NA,NA,NA,NA,4.878,4.937,4.996,Insufficient Data,Insufficient Data,Moderate,Low
White-cheeked Partridge,NA,NA,NA,NA,NA,NA,2.355,2.404,2.453,Insufficient Data,Insufficient Data,Restricted,Moderate
Snow Partridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blood Pheasant,NA,NA,NA,NA,NA,NA,0.628,0.645,0.662,Insufficient Data,Insufficient Data,Very Restricted,High
Western Tragopan,NA,NA,NA,NA,NA,NA,0.501,0.538,0.575,Insufficient Data,Insufficient Data,Very Restricted,High
Satyr Tragopan,-58.18414938,-32.49292856,6.277215903,-9.185621156,-3.734454148,1.71671286,1.069,1.107,1.145,Trend Inconclusive,Trend Inconclusive,Restricted,Moderate
Blyth's Tragopan,NA,NA,NA,NA,NA,NA,0.653,0.694,0.735,Insufficient Data,Insufficient Data,Very Restricted,High
Temminck's Tragopan,NA,NA,NA,NA,NA,NA,0.367,0.367,0.367,Insufficient Data,Insufficient Data,Very Restricted,High
Himalayan Monal,NA,NA,NA,-6.24547244,-3.945147273,-1.644822106,6.36,6.395,6.43,Insufficient Data,Trend Inconclusive,Moderate,Low
Sclater's Monal,NA,NA,NA,NA,NA,NA,0.217,0.217,0.217,Insufficient Data,Insufficient Data,Very Restricted,High
Koklass Pheasant,NA,NA,NA,NA,NA,NA,5.865,5.906,5.947,Insufficient Data,Insufficient Data,Moderate,Low
Tibetan Partridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hume's Pheasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheer Pheasant,NA,NA,NA,NA,NA,NA,3.801,3.851,3.901,Insufficient Data,Insufficient Data,Restricted,High
Kalij Pheasant,22.60672422,49.34794214,86.03659614,3.449950593,6.483047677,9.516144762,16.657,16.689,16.721,Trend Inconclusive,Trend Inconclusive,Moderate,Low
Indian Peafowl,123.6307058,149.3514403,181.5418621,5.952592359,7.817173392,9.681754424,170.741,170.781,170.821,Rapid Increase,Rapid Increase,Very Large,Low
Green Peafowl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Spurfowl,-45.08556545,-35.42387925,-24.54531444,-1.956977523,-0.30364201,1.349693502,31.997,32.051,32.105,Trend Inconclusive,Stable,Large,Low
Painted Spurfowl,-25.57331383,-3.852138885,26.25089778,0.953855758,3.799433594,6.64501143,24.914,24.972,25.03,Stable,Trend Inconclusive,Moderate,Low
Gray Peacock-Pheasant,NA,NA,NA,NA,NA,NA,2.724,2.771,2.818,Insufficient Data,Insufficient Data,Restricted,Moderate
Mountain Bamboo-Partridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Junglefowl,-30.58658093,-17.23404642,-2.911462847,-1.870254781,-0.113670143,1.642914495,39.484,39.535,39.586,Trend Inconclusive,Stable,Large,Low
Gray Junglefowl,-38.26846706,-29.1331863,-17.61872189,0.078355033,1.760428568,3.442502103,33.696,33.732,33.768,Trend Inconclusive,Trend Inconclusive,Large,Low
Gray Francolin,17.27955313,34.0553906,56.46113327,1.352532337,3.394432367,5.436332396,178.513,178.551,178.589,Trend Inconclusive,Increase,Very Large,Low
Swamp Francolin,NA,NA,NA,NA,NA,NA,3.217,3.265,3.313,Insufficient Data,Insufficient Data,Restricted,High
Chinese Francolin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black Francolin,-39.75742971,-27.93151184,-13.56494348,1.043600519,3.39236314,5.74112576,36.345,36.4,36.455,Trend Inconclusive,Trend Inconclusive,Large,Low
Painted Francolin,NA,NA,NA,0.055651909,2.212698019,4.369744129,48.282,48.36,48.438,Insufficient Data,Trend Inconclusive,Large,Low
Tibetan Snowcock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Himalayan Snowcock,NA,NA,NA,NA,NA,NA,4.836,4.898,4.96,Insufficient Data,Insufficient Data,Moderate,Moderate
Blue-breasted Quail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Common Quail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japanese Quail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rain Quail,-84.30084243,-80.42585199,-75.6677994,-0.046156772,2.450830755,4.947818282,33.168,33.244,33.32,Rapid Decline,Trend Inconclusive,Large,Moderate
Chukar,82.38207137,134.3632119,202.1467176,1.520647501,4.548240728,7.575833954,11.231,11.268,11.305,Rapid Increase,Trend Inconclusive,Moderate,Low
Jungle Bush-Quail,-54.30424316,-45.49649415,-35.09935044,-0.482590829,1.488012272,3.458615373,60.456,60.526,60.596,Decline,Stable,Large,Low
Rock Bush-Quail,NA,NA,NA,NA,NA,NA,37.544,37.623,37.702,Insufficient Data,Insufficient Data,Large,Moderate
Painted Bush-Quail,NA,NA,NA,NA,NA,NA,3.966,4.003,4.04,Insufficient Data,Insufficient Data,Restricted,Moderate
Manipur Bush-Quail,NA,NA,NA,NA,NA,NA,0,0,0,Insufficient Data,Insufficient Data,Historical,High
Himalayan Quail,NA,NA,NA,NA,NA,NA,0,0,0,Insufficient Data,Insufficient Data,Historical,High
Greater Flamingo,-75.04320198,-71.18706741,-66.33279283,-8.446940134,-7.154201021,-5.861461909,27.344,27.393,27.442,Rapid Decline,Rapid Decline,Large,High
Lesser Flamingo,NA,NA,NA,-6.71135688,-4.883152741,-3.054948602,7.037,7.082,7.127,Insufficient Data,Decline,Moderate,Moderate
Little Grebe,-25.39222932,-16.36622596,-5.043237159,-2.720719792,-1.498290915,-0.275862038,183.818,183.868,183.918,Trend Inconclusive,Trend Inconclusive,Very Large,Low
Horned Grebe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red-necked Grebe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Great Crested Grebe,-76.27634666,-72.21326248,-66.84508486,-5.402479213,-3.892956849,-2.383434484,22.918,22.971,23.024,Rapid Decline,Decline,Moderate,High
Eared Grebe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rock Pigeon,129.9717743,158.4741418,190.7325146,1.324651494,2.805336289,4.286021084,245.793,245.822,245.851,Rapid Increase,Increase,Very Large,Low
Hill Pigeon,NA,NA,NA,NA,NA,NA,6.625,6.652,6.679,Insufficient Data,Insufficient Data,Moderate,Low
Snow Pigeon,-65.9146665,-58.35468921,-49.1584977,-4.13078676,-2.063521798,0.003743164,10.446,10.489,10.532,Decline,Stable,Moderate,Moderate
Yellow-eyed Pigeon,NA,NA,NA,NA,NA,NA,1.226,1.273,1.32,Insufficient Data,Insufficient Data,Restricted,High
Common Wood-Pigeon,NA,NA,NA,NA,NA,NA,2.411,2.411,2.411,Insufficient Data,Insufficient Data,Restricted,Moderate
Speckled Wood-Pigeon,NA,NA,NA,-8.235505452,-5.683210414,-3.130915376,7.893,7.96,8.027,Insufficient Data,Decline,Moderate,Moderate
Ashy Wood-Pigeon,NA,NA,NA,NA,NA,NA,2.087,2.097,2.107,Insufficient Data,Insufficient Data,Restricted,Moderate
Nilgiri Wood-Pigeon,-57.33043072,-46.37168308,-32.5409593,-3.906312944,-1.858484707,0.189343529,7.571,7.605,7.639,Decline,Stable,Moderate,Moderate
Pale-capped Pigeon,NA,NA,NA,NA,NA,NA,1.86,1.92,1.98,Insufficient Data,Insufficient Data,Restricted,High
Andaman Wood-Pigeon,NA,NA,NA,NA,NA,NA,0.581,0.589,0.597,Insufficient Data,Insufficient Data,Restricted,Moderate
European Turtle-Dove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oriental Turtle-Dove,-23.47933448,-12.40420057,0.105617099,0.060472374,1.739574707,3.418677041,60.034,60.092,60.15,Trend Inconclusive,Trend Inconclusive,Large,Low
Eurasian Collared-Dove,17.45988937,36.04946393,56.44513878,1.187345392,3.22747362,5.267601849,205.394,205.434,205.474,Trend Inconclusive,Increase,Very Large,Low
Red Collared-Dove,-40.63913242,-32.22922617,-21.2240361,-1.90918136,-0.405910033,1.097361294,63.617,63.617,63.617,Trend Inconclusive,Stable,Large,Low
Spotted Dove,16.41003049,29.51472515,42.15713676,1.569174943,3.023648428,4.478121914,204.315,204.347,204.379,Trend Inconclusive,Increase,Very Large,Low
Laughing Dove,5.304299933,20.42276503,37.03850209,0.436127835,2.261163232,4.086198629,201.344,201.376,201.408,Trend Inconclusive,Trend Inconclusive,Very Large,Low
Barred Cuckoo-Dove,NA,NA,NA,-4.811889413,-2.02018965,0.771510113,7.451,7.509,7.567,Insufficient Data,Trend Inconclusive,Moderate,Low
Andaman Cuckoo-Dove,NA,NA,NA,NA,NA,NA,0.627,0.63,0.633,Insufficient Data,Insufficient Data,Restricted,Moderate
Namaqua Dove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asian Emerald Dove,-44.37398895,-35.94252451,-25.87185604,-3.376279397,-1.942941861,-0.509604324,47.922,47.971,48.02,Trend Inconclusive,Trend Inconclusive,Large,Low
Nicobar Pigeon,NA,NA,NA,NA,NA,NA,0.228,0.234,0.24,Insufficient Data,Insufficient Data,Restricted,Moderate
Orange-breasted Green-Pigeon,NA,NA,NA,-4.699513936,-0.622640993,3.454231951,3.687,3.687,3.687,Insufficient Data,Trend Inconclusive,Restricted,Moderate
Gray-fronted Green-Pigeon,-31.53135417,-16.29429594,3.938604221,0.894906298,3.572903741,6.250901183,15.412,15.443,15.474,Stable,Trend Inconclusive,Moderate,Low
Andaman Green-Pigeon,NA,NA,NA,NA,NA,NA,0.669,0.671,0.673,Insufficient Data,Insufficient Data,Restricted,Moderate
Ashy-headed Green-Pigeon,NA,NA,NA,NA,NA,NA,6.705,6.769,6.833,Insufficient Data,Insufficient Data,Moderate,Moderate
Thick-billed Green-Pigeon,NA,NA,NA,-2.824148829,2.22939623,7.282941289,7.219,7.284,7.349,Insufficient Data,Trend Inconclusive,Moderate,Low
Yellow-footed Green-Pigeon,130.4577163,162.1697934,198.9903334,1.696618845,3.484251519,5.271884193,150.15,150.204,150.258,Rapid Increase,Increase,Very Large,Low
Pin-tailed Green-Pigeon,NA,NA,NA,-5.426366509,-2.676372822,0.073620865,7.617,7.671,7.725,Insufficient Data,Trend Inconclusive,Moderate,Low
Wedge-tailed Green-Pigeon,3.091440761,36.65202845,81.31382675,-1.965564658,0.55504819,3.075661037,15.456,15.515,15.574,Trend Inconclusive,Stable,Moderate,Low
Green Imperial-Pigeon,-1.888186079,20.58550409,48.2661244,2.688243547,5.384301755,8.080359964,20.472,20.513,20.554,Stable,Increase,Moderate,Low
Nicobar Imperial-Pigeon,NA,NA,NA,NA,NA,NA,0.167,0.167,0.167,Insufficient Data,Insufficient Data,Restricted,Moderate
Malabar Imperial-Pigeon,-73.13088051,-66.8184538,-58.76696749,-0.27491826,2.300612649,4.876143558,7.959,7.982,8.005,Rapid Decline,Trend Inconclusive,Moderate,Moderate
Mountain Imperial-Pigeon,NA,NA,NA,-1.809638155,2.785208268,7.380054691,7.543,7.603,7.663,Insufficient Data,Trend Inconclusive,Moderate,Low
Pied Imperial-Pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tibetan Sandgrouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pallas's Sandgrouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pin-tailed Sandgrouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chestnut-bellied Sandgrouse,-64.295436,-57.64818151,-50.05256318,-2.781243483,-1.208194529,0.364854425,47.621,47.685,47.749,Decline,Stable,Large,Low
Spotted Sandgrouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black-bellied Sandgrouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Painted Sandgrouse,NA,NA,NA,NA,NA,NA,20.861,20.933,21.005,Insufficient Data,Insufficient Data,Moderate,Moderate
Great Indian Bustard,NA,NA,NA,-10.26290672,-6.687461471,-3.112016225,2.874,2.939,3.004,Insufficient Data,Trend Inconclusive,Restricted,High
Macqueen's Bustard,NA,NA,NA,NA,NA,NA,2.202,2.27,2.338,Insufficient Data,Insufficient Data,Restricted,High
Bengal Florican,NA,NA,NA,NA,NA,NA,0.548,0.619,0.69,Insufficient Data,Insufficient Data,Very Restricted,High
Lesser Florican,NA,NA,NA,NA,NA,NA,0.726,0.77,0.814,Insufficient Data,Insufficient Data,Restricted,High
Little Bustard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andaman Coucal,NA,NA,NA,NA,NA,NA,0.514,0.514,0.514,Insufficient Data,Insufficient Data,Restricted,Moderate
Greater Coucal,35.288272,51.017709,69.97924549,3.775184021,5.490777454,7.206370888,220.43,220.461,220.492,Increase,Rapid Increase,Very Large,Low
Lesser Coucal,-35.28049986,-5.601469937,36.09355636,-1.098506049,1.905152961,4.90881197,19.02,19.077,19.134,Stable,Trend Inconclusive,Moderate,Low
Sirkeer Malkoha,-81.04489087,-76.76410205,-71.68851503,-7.107454992,-5.678950155,-4.250445318,60.42,60.51,60.6,Rapid Decline,Rapid Decline,Large,High
Blue-faced Malkoha,-10.0517001,10.06692814,34.83582234,-1.867746449,0.582646257,3.033038963,51.329,51.39,51.451,Stable,Stable,Large,Low
Green-billed Malkoha,-25.05793804,-6.466353101,17.41373923,-2.814425107,-0.790744955,1.232935197,21.287,21.346,21.405,Stable,Stable,Moderate,Low
Chestnut-winged Cuckoo,NA,NA,NA,NA,NA,NA,3.756,3.777,3.798,Insufficient Data,Insufficient Data,Restricted,Moderate
Pied Cuckoo,-36.28003917,-26.73066087,-15.35773253,-0.941236805,0.688395696,2.318028197,101.312,101.365,101.418,Trend Inconclusive,Stable,Very Large,Low
Asian Koel,56.32495401,75.10132545,95.45157761,1.259745138,2.67316012,4.086575102,213.298,213.333,213.368,Rapid Increase,Increase,Very Large,Low
Asian Emerald Cuckoo,NA,NA,NA,NA,NA,NA,1.905,1.975,2.045,Insufficient Data,Insufficient Data,Restricted,Moderate
Violet Cuckoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsfield's Bronze-Cuckoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banded Bay Cuckoo,-61.60224971,-52.62451786,-41.66313722,6.431089895,10.13058366,13.83007742,26.178,26.194,26.21,Decline,Trend Inconclusive,Large,Moderate
Plaintive Cuckoo,NA,NA,NA,NA,NA,NA,21.162,21.182,21.202,Insufficient Data,Insufficient Data,Moderate,Low
Gray-bellied Cuckoo,-10.32581286,9.096000824,34.25437483,5.731852633,9.585632264,13.4394119,66.692,66.748,66.804,Stable,Trend Inconclusive,Large,Low
Fork-tailed Drongo-Cuckoo,NA,NA,NA,1.263634391,5.076458585,8.889282779,10.972,11.026,11.08,Insufficient Data,Trend Inconclusive,Moderate,Low
Square-tailed Drongo-Cuckoo,NA,NA,NA,NA,NA,NA,6.762,6.762,6.762,Insufficient Data,Insufficient Data,Moderate,Low
Large Hawk-Cuckoo,NA,NA,NA,NA,NA,NA,6.419,6.448,6.477,Insufficient Data,Insufficient Data,Moderate,Low
Common Hawk-Cuckoo,-31.38119862,-22.85016384,-12.96553416,2.326466188,4.074715129,5.82296407,122.446,122.491,122.536,Trend Inconclusive,Rapid Increase,Very Large,Low
Hodgson's Hawk-Cuckoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesser Cuckoo,NA,NA,NA,NA,NA,NA,5.386,5.429,5.472,Insufficient Data,Insufficient Data,Moderate,Low
Indian Cuckoo,NA,NA,NA,NA,NA,NA,42.781,42.826,42.871,Insufficient Data,Insufficient Data,Large,Low
Himalayan Cuckoo,-49.22974459,-27.65236287,3.081301712,0.023779469,5.799870313,11.57596116,8.242,8.28,8.318,Trend Inconclusive,Trend Inconclusive,Moderate,Low
Common Cuckoo,NA,NA,NA,NA,NA,NA,59.074,59.141,59.208,Insufficient Data,Insufficient Data,Large,Low
Sri Lanka Frogmouth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hodgson's Frogmouth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Great Eared-Nightjar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jungle Nightjar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gray Nightjar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eurasian Nightjar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sykes's Nightjar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Large-tailed Nightjar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andaman Nightjar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerdon's Nightjar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indian Nightjar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Savanna Nightjar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
White-rumped Needletail,-79.30339517,-73.0044201,-63.92475696,-5.649831704,-3.415741735,-1.181651765,9.046,9.088,9.13,Rapid Decline,Trend Inconclusive,Moderate,Moderate
White-throated Needletail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Silver-backed Needletail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown-backed Needletail,-74.78328853,-68.73153568,-61.02652108,-2.299843637,0.606358512,3.51256066,8.575,8.612,8.649,Rapid Decline,Trend Inconclusive,Moderate,Moderate
Plume-toed Swiftlet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indian Swiftlet,-44.39343094,-33.52130858,-20.04072201,-2.427616017,-0.375093409,1.677429199,9.799,9.799,9.799,Trend Inconclusive,Trend Inconclusive,Moderate,Low
Himalayan Swiftlet,-78.15055897,-72.69334127,-66.10350566,-2.657910906,0.07689441,2.811699726,11.657,11.724,11.791,Rapid Decline,Stable,Moderate,Moderate
White-nest Swiftlet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alpine Swift,-66.07272257,-57.95655404,-48.05775778,-1.851804745,0.520919939,2.893644624,38.703,38.775,38.847,Decline,Stable,Large,Low
Common Swift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pacific Swift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blyth's Swift,NA,NA,NA,NA,NA,NA,2.653,2.737,2.821,Insufficient Data,Insufficient Data,Restricted,Moderate
Dark-rumped Swift,NA,NA,NA,-7.901839093,-4.952957393,-2.004075693,1.469,1.559,1.649,Insufficient Data,Trend Inconclusive,Restricted,High
Little Swift,-44.5966973,-38.08196557,-30.38272119,4.15986116,6.09570959,8.03155802,195.629,195.682,195.735,Decline,Rapid Increase,Very Large,Low
House Swift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asian Palm Swift,NA,NA,NA,NA,NA,NA,126.112,126.156,126.2,Insufficient Data,Insufficient Data,Very Large,Low
Crested Treeswift,-76.57149756,-72.58245383,-68.00858724,-3.138310308,-1.363856434,0.410597441,51.965,52.027,52.089,Rapid Decline,Stable,Large,Moderate
Water Rail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown-cheeked Rail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corn Crake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slaty-breasted Rail,NA,NA,NA,-3.693513351,-0.483164334,2.727184683,8.624,8.702,8.78,Insufficient Data,Trend Inconclusive,Moderate,Low
Spotted Crake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eurasian Moorhen,42.82844844,63.28200215,87.95035777,-0.497589192,1.035755152,2.569099495,95.404,95.404,95.404,Increase,Stable,Large,Low
Eurasian Coot,-16.82082624,-4.944081109,6.645155725,-4.567644082,-3.539781675,-2.511919268,135.694,135.742,135.79,Stable,Decline,Very Large,Low
Gray-headed Swamphen,44.23903388,74.49572765,110.2357751,-1.157359624,1.130594029,3.418547683,132.526,132.578,132.63,Increase,Stable,Very Large,Low
White-browed Crake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watercock,-5.252611366,35.75253609,94.28071082,-3.9239736,-1.570279907,0.783413786,14.224,14.278,14.332,Trend Inconclusive,Stable,Moderate,Low
White-breasted Waterhen,41.88724012,71.64064834,105.6104384,2.522542845,5.453773112,8.38500338,200.338,200.382,200.426,Increase,Trend Inconclusive,Very Large,Low
Andaman Crake,NA,NA,NA,NA,NA,NA,0.474,0.478,0.482,Insufficient Data,Insufficient Data,Restricted,Moderate
Red-legged Crake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
