"eBird.English.Name.2024","eBird.Scientific.Name.2024","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","rangelci","rangemean","rangerci"
"Ibisbill","Ibidorhyncha struthersii","ibisbi1","Charadriiformes","Ibidorhynchidae (Ibisbill)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Local Migrant",1,NA,NA,"Ibisbill","Ibidorhyncha struthersii","Ibisbill","Ibidorhyncha struthersii","Least Concern","Schedule-I","","Appendix II",NA,"","","X",21,0.0952380952380952,0.255952380952381,0.333333333333333,6.90476190476191,1.49333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26137,26445,26753
"Eurasian Oystercatcher","Haematopus ostralegus","euroys1","Charadriiformes","Haematopodidae (Oystercatchers)","Moderate","Data Deficient","Uncertain","Restricted","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Eurasian Oystercatcher","Haematopus ostralegus","Eurasian Oystercatcher","Haematopus ostralegus","Near Threatened","Schedule-II","","Appendix II",NA,"","","",13,0.307692307692308,0.211538461538462,0.307692307692308,4.23076923076923,1.8720091201585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19986,20297,20608
"Black-bellied Plover","Pluvialis squatarola","bkbplo","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Strong Decline","Uncertain","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Grey Plover","Pluvialis squatarola","Grey Plover","Pluvialis squatarola","Vulnerable","Schedule-II","","Appendix II",300,"","","",35,0.2,0.25,0.314285714285714,4.77142857142857,1.14508381404003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81705,82057,82409
"European Golden-Plover","Pluvialis apricaria","eugplo","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Eurasian Golden-Plover","Pluvialis apricaria","Eurasian Golden Plover","Pluvialis apricaria","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American Golden-Plover","Pluvialis dominica","amgplo","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"American Golden-Plover","Pluvialis dominica","American Golden Plover","Pluvialis dominica","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacific Golden-Plover","Pluvialis fulva","pagplo","Charadriiformes","Charadriidae (Plovers and Lapwings)","High","Strong Decline","Strong Decline","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Pacific Golden-Plover","Pluvialis fulva","Pacific Golden Plover","Pluvialis fulva","Least Concern","Schedule-I","","Appendix II",NA,"","X","X",64,0.203125,0.302734375,0.375,4.890625,0.796726620172608,NA,NA,NA,-6.09608874050379,0.12123910532418,6.33856695115215,131.364618752851,229.843457577352,408.851314382541,123.416420061971,234.010217766103,453.44246374139,115.843301588896,238.471102456322,504.718308416288,108.706564547362,243.238755256867,563.454387416446,102.025060440241,248.326847594986,630.620338448727,95.794805678391,253.750142393741,707.383371342655,89.9996595275826,259.524563477854,795.124971258903,285297,285728,286159
"Common Ringed Plover","Charadrius hiaticula","corplo","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Common Ringed Plover","Charadrius hiaticula","Common Ringed Plover","Charadrius hiaticula","Least Concern","Schedule-II","","Appendix II",NA,"","","",8,NA,0.354166666666667,0.5,5,1.77640085566293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Little Ringed Plover","Thinornis dubius","lirplo","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Moderate Decline","Moderate Decline","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Resident & Winter Migrant",NA,NA,NA,"Little Ringed Plover","Thinornis dubius","Little Ringed Plover","Charadrius dubius","Least Concern","Schedule-II","","Appendix II",1000,"X","X","X",311,0.0996784565916399,0.312700964630225,0.479099678456592,5.72990353697749,0.489417687771549,59.6134414537747,82.2313200239072,114.104302364432,-2.08067931909073,0.317937741214511,2.71655480151975,83.7999328962405,100.40044846135,120.500358285428,81.9656924019329,100.804838901936,124.2593658594,80.1296565438818,101.223511824407,128.246547102973,78.3102709207702,101.656616336438,132.448299638948,76.5185257729381,102.104307545341,136.858904174027,74.7610262637273,102.566746646866,141.477468064272,73.0417038552922,103.044101017917,146.306228893434,1632861,1633443,1634025
"Long-billed Plover","Thinornis placidus","lobplo1","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident & Winter Migrant",1,NA,NA,"Long-billed Plover","Thinornis placidus","Long-billed Plover","Charadrius placidus","Least Concern","Schedule-II","","Appendix II",NA,"","","X",9,0.222222222222222,0.314814814814815,0.444444444444444,6.88888888888889,1.99893428396357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12929,13461,13993
"Northern Lapwing","Vanellus vanellus","norlap","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Data Deficient","Uncertain","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Northern Lapwing","Vanellus vanellus","Northern Lapwing","Vanellus vanellus","Near Threatened","Schedule-II","","Appendix II",250,"","","",31,0.290322580645161,0.346774193548387,0.483870967741935,6.25806451612903,1.48232720069966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95876,96378,96880
"Spur-winged Lapwing","Vanellus spinosus","spwlap1","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"Spur-winged Lapwing",NA,"Spur-winged Lapwing","Vanellus spinosus",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"River Lapwing","Vanellus duvaucelii","rivlap1","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident & Local Migrant",NA,NA,NA,"River Lapwing","Vanellus duvaucelii","River Lapwing","Vanellus duvaucelii","Near Threatened","Schedule-II","","",250,"X","X","X",157,0.133757961783439,0.336783439490446,0.452229299363057,5.65605095541401,0.692956355695031,48.3035287275047,70.9158658325964,107.241734835199,-0.377883040000496,3.37437709969856,7.12663723939762,96.064365675499,121.233860385433,153.425013716274,95.8317820388808,125.071355860148,163.830139128873,95.539833073898,129.054136620915,175.140569578059,95.2149579981413,133.188296105714,187.394440158905,94.8738859259676,137.480205779967,200.64502244769,94.5275723188403,141.93652875388,214.957253091948,94.1834089717562,146.564234109472,230.406030447217,446335,446812,447289
"Yellow-wattled Lapwing","Vanellus malabaricus","yewlap2","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Moderate Decline","Strong Decline","Very Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Open Habitat","Resident",NA,NA,NA,"Yellow-wattled Lapwing","Vanellus malabaricus","Yellow-wattled Lapwing","Vanellus malabaricus","Least Concern","Schedule-II","","",70,"","","X",250,0.1,0.273,0.456,6.224,0.577994491011948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1656564,1657178,1657792
"Gray-headed Lapwing","Vanellus cinereus","gyhlap1","Charadriiformes","Charadriidae (Plovers and Lapwings)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Grey-headed Lapwing","Vanellus cinereus","Grey-headed Lapwing","Vanellus cinereus","Least Concern","Schedule-II","","Appendix II",NA,"","","",55,0.145454545454545,0.272727272727273,0.454545454545455,4.65454545454545,0.839172819943828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336929,337411,337893
"Red-wattled Lapwing","Vanellus indicus","rewlap1","Charadriiformes","Charadriidae (Plovers and Lapwings)","Low","Stable","Moderate Decline","Very Large","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Red-wattled Lapwing","Vanellus indicus","Red-wattled Lapwing","Vanellus indicus","Least Concern","Schedule-II","","",500,"X","X","X",615,0.136585365853659,0.439024390243902,0.634146341463415,4.68943089430894,0.313938261909037,149.118943818565,171.705554541777,197.703544894155,0.748972511357211,1.97460266616081,3.20023282096441,111.308511582618,122.219735954042,134.249711988294,111.839063272615,124.478562395354,138.613074353144,112.336135226316,126.782066444263,143.173464668168,112.811555016328,129.131182246324,147.92481506853,113.272875977516,131.52686443234,152.865544080863,113.725111948883,133.97008858677,157.996829897806,114.171708573098,136.461851727252,163.321647404975,2522380,2522674,2522968
"Sociable Lapwing","Vanellus gregarius","soclap1","Charadriiformes","Charadriidae (Plovers and Lapwings)","High","Data Deficient","Data Deficient","Very Restricted","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant",1,NA,NA,"Sociable Lapwing","Vanellus gregarius","Sociable Lapwing","Vanellus gregarius","Critically Endangered","Schedule-I","","Appendix I",NA,"","","X",8,0.25,0.125,NA,4.625,1.65391202909949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8034,8034,8034
"White-tailed Lapwing","Vanellus leucurus","whtlap1","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Uncertain","Strong Decline","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"White-tailed Lapwing","Vanellus leucurus","White-tailed Lapwing","Vanellus leucurus","Least Concern","Schedule-II","","Appendix II",NA,"","X","X",38,0.263157894736842,0.332236842105263,0.421052631578947,4.97368421052632,1.31716831310658,NA,NA,NA,-6.30396744221771,-1.0820580328697,4.13985137647832,57.3910420097681,85.3331969292205,127.975598019802,53.5529151794425,84.2910803582485,134.176930363575,49.9417300586764,83.3193589076712,141.020255093437,46.5680606567005,82.4158250998444,148.502788758584,43.4295895716302,81.5784430103651,156.641733642009,40.5174003412898,80.8053402004741,165.468017506177,37.8193551773731,80.0948003296658,175.023024646466,246937,247634,248331
"Caspian Plover","Anarhynchus asiaticus","casplo1","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,NA,NA,"Caspian Plover","Anarhynchus asiaticus","Caspian Plover","Charadrius asiaticus","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oriental Plover","Anarhynchus veredus","oriplo1","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Open Habitat","Uncertain",NA,1,NA,"Oriental Plover","Anarhynchus veredus","Oriental Plover","Charadrius veredus","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tibetan Sand-Plover","Anarhynchus atrifrons","lessap1","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Strong Decline","Uncertain","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Tibetan Sand-Plover","Anarhynchus atrifrons","Tibetan Sandplover","Charadrius atrifrons","Least Concern","Schedule-II","","Appendix II",NA,"","X","X",101,0.138613861386139,0.332920792079208,0.475247524752475,4.37623762376238,0.565142839272951,NA,NA,NA,-5.6719352781738,-2.52073046440369,0.630474349366427,65.7076362261896,85.6347500334481,112.056213812616,61.6094005413556,83.4201223154824,113.551494746257,57.7329624960719,81.2894888392057,115.234063435791,54.085480247729,79.2392730238184,117.075297937928,50.6643742111159,77.2660698003539,119.058497599076,47.4619849837097,75.3666367028122,121.174065377654,44.4680918160468,73.5378854550224,123.416845146611,166945,167276,167607
"Greater Sand-Plover","Anarhynchus leschenaultii","grsplo","Charadriiformes","Charadriidae (Plovers and Lapwings)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Greater Sand-Plover","Anarhynchus leschenaultii","Greater Sandplover","Charadrius leschenaultii","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kentish Plover","Anarhynchus alexandrinus","kenplo1","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Strong Decline","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident & Winter Migrant",1,NA,NA,"Kentish Plover","Anarhynchus alexandrinus","Kentish Plover","Charadrius alexandrinus","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",133,0.150375939849624,0.276315789473684,0.338345864661654,5.55639097744361,0.735597353720752,30.9747681755384,50.7569783747582,81.8230068955979,-3.12369662727096,1.17027804557465,5.46425271842026,91.4893510575549,120.923501343784,160.545340976114,89.022963135234,122.48556527673,169.520669282759,86.5699166257268,124.109202165006,179.269234500914,84.1603133935227,125.796407599841,189.80422286107,81.811288564161,127.549270256002,201.156283768733,79.5324124709263,129.369976145376,213.368472306795,77.328700769375,131.260813097905,226.493619806772,687362,687938,688514
"Greater Painted-Snipe","Rostratula benghalensis","grpsni1","Charadriiformes","Rostratulidae (Painted-Snipes)","Moderate","Moderate Decline","Uncertain","Large","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Greater Painted-Snipe","Rostratula benghalensis","Greater Painted-snipe","Rostratula benghalensis","Least Concern","Schedule-II","","",NA,"","","X",106,0.0849056603773585,0.245283018867925,0.452830188679245,6.54716981132075,0.960750547155822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1171999,1172848,1173697
"Pheasant-tailed Jacana","Hydrophasianus chirurgus","phtjac1","Charadriiformes","Jacanidae (Jacanas)","Moderate","Moderate Decline","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Pheasant-tailed Jacana","Hydrophasianus chirurgus","Pheasant-tailed Jacana","Hydrophasianus chirurgus","Least Concern","Schedule-II","","",1200,"X","X","X",182,0.131868131868132,0.272664835164835,0.434065934065934,5.51098901098901,0.654158871244101,46.420312414403,69.2716566568348,103.228898087839,-0.687081570314504,4.12754535505009,8.94217228041468,95.4105785673419,124.724974012361,163.631658729371,94.9820469776602,129.054797227213,176.176505925415,94.4906777174133,133.566740099645,189.938646412489,93.9668562718043,138.269285787571,204.987284670625,93.4296878973752,143.1713457615,221.412413979046,92.8915739752576,148.282282864166,239.321162292904,92.3607824078456,153.611935681137,258.836237466112,884864,884864,884864
"Bronze-winged Jacana","Metopidius indicus","brwjac1","Charadriiformes","Jacanidae (Jacanas)","Low","Stable","Moderate Decline","Very Large","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Bronze-winged Jacana","Metopidius indicus","Bronze-winged Jacana","Metopidius indicus","Least Concern","Schedule-II","","",710,"X","X","X",199,0.120603015075377,0.339195979899498,0.472361809045226,5.66834170854271,0.668827120228309,81.8720140207981,118.921029765128,174.787783854515,-2.70429127496703,0.47537579278819,3.65504286054341,68.5224663961759,87.4476909132298,111.889903646438,66.4200132794377,87.802947815912,116.465992746624,64.3379492192503,88.1746111737836,121.370132373679,62.2962169722261,88.5628702346837,126.591680758304,60.3060824061795,88.9679233992705,132.129712221784,58.3737493459373,89.3899783921344,137.989442667931,56.5023714285147,89.8292524414544,144.180262150795,1245114,1245606,1246098
"Whimbrel","Numenius phaeopus","whimbr","Charadriiformes","Scolopacidae (Sandpipers and Allies)","Moderate","Strong Decline","Uncertain","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Whimbrel","Numenius phaeopus","Whimbrel","Numenius phaeopus","Least Concern","Schedule-II","","Appendix II",1000,"","X","X",59,0.169491525423729,0.336864406779661,0.423728813559322,4.28813559322034,0.852977641307872,NA,NA,NA,-4.5614271287084,2.21481313677773,8.99105340226386,87.5031326945306,131.865120463574,200.441258715878,84.2956293606988,134.733314576604,217.807519634591,81.1453147801456,137.745468498195,237.244129193847,78.0922891053035,140.908463890808,258.908819529095,75.1574809790616,144.22961304498,283.005734145411,72.3508249878726,147.716686922613,309.780529707455,69.6758034585705,151.377945269743,339.519585876602,97574,97574,97574
"Eurasian Curlew","Numenius arquata","eurcur","Charadriiformes","Scolopacidae (Sandpipers and Allies)","Moderate","Strong Decline","Uncertain","Moderate","24 hour","24 hour","Omnivore","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Eurasian Curlew","Numenius arquata","Eurasian Curlew","Numenius arquata","Near Threatened","Schedule-II","","Appendix II",1000,"","X","X",96,0.208333333333333,0.319010416666667,0.489583333333333,5.05208333333333,0.737928316252264,NA,NA,NA,-7.13280409551731,-4.30072208899702,-1.46864008247673,53.244390112196,73.5892855060851,102.220928820998,48.3313706646252,69.9904136729358,102.027060103428,43.8389608608863,66.5922995925961,102.012256137588,39.7495066381845,63.3827730955888,102.137907388743,36.0369516558824,60.3504514401422,102.380049008639,32.6721780013469,57.4846856098126,102.723338888952,29.6257179059498,54.7755104384544,103.157742808021,270669,271089,271509
"Bar-tailed Godwit","Limosa lapponica","batgod","Charadriiformes","Scolopacidae (Sandpipers and Allies)","Moderate","Data Deficient","Uncertain","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Bar-tailed Godwit","Limosa lapponica","Bar-tailed Godwit","Limosa lapponica","Near Threatened","Schedule-II","","Appendix II",NA,"","","",15,0.2,0.241666666666667,0.2,4.46666666666667,1.9114885415415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42103,42103,42103
"Black-tailed Godwit","Limosa limosa","bktgod","Charadriiformes","Scolopacidae (Sandpipers and Allies)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Black-tailed Godwit","Limosa limosa","Black-tailed Godwit","Limosa limosa","Near Threatened","Schedule-II","","Appendix II",NA,"X","X","X",133,0.180451127819549,0.291353383458647,0.368421052631579,5.11278195488722,0.713625305139409,26.4233677524126,40.1992922067351,60.0122185555337,-5.10137869809884,-2.24074396324077,0.619890771617309,55.5574953371845,76.1520961929067,104.748912807718,51.7513294423129,74.2397784268665,106.993519338077,48.1649536112104,72.3941055825313,109.455589148589,44.8055715214188,70.6125512061549,112.106658936063,41.6702616587595,68.89269593976,114.930877548285,38.7508561336124,67.232222650467,117.919952066589,36.0365744230632,65.6289117970876,121.070357127591,449527,449527,449527
"Asian Dowitcher","Limnodromus semipalmatus","asidow1","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Asian Dowitcher","Limnodromus semipalmatus","Asian Dowitcher","Limnodromus semipalmatus","Near Threatened","Schedule-II","","Appendix II",NA,"","","",2,NA,NA,NA,2.5,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
