English Name,Scientific Name,BLI,GEN
Plain Leaf Warbler,Phylloscopus neglectus,Phylloscopus neglectus,7
Buff-throated Warbler,Phylloscopus subaffinis,Phylloscopus subaffinis,8
Willow Warbler,Phylloscopus trochilus,Phylloscopus trochilus,9
Mountain Chiffchaff,Phylloscopus sindianus,Phylloscopus sindianus,8
Common Chiffchaff,Phylloscopus collybita,Phylloscopus tristis,8
White-spectacled Warbler,Phylloscopus intermedius,Phylloscopus intermedius,8
Gray-cheeked Warbler,Phylloscopus poliogenys,Phylloscopus poliogenys,8
Green-crowned Warbler,Phylloscopus burkii,Phylloscopus burkii,8
Gray-crowned Warbler,Phylloscopus tephrocephalus,Phylloscopus tephrocephalus,8
Whistler's Warbler,Phylloscopus whistleri,Phylloscopus whistleri,8
Green Warbler,Phylloscopus nitidus,Phylloscopus nitidus,8
Greenish Warbler,Phylloscopus trochiloides,Phylloscopus trochiloides,8
Two-barred Warbler,Phylloscopus plumbeitarsus,Phylloscopus plumbeitarsus,8
Large-billed Leaf Warbler,Phylloscopus magnirostris,Phylloscopus magnirostris,9
Pale-legged Leaf Warbler,Phylloscopus tenellipes,Phylloscopus tenellipes,9
Sakhalin Leaf Warbler,Phylloscopus borealoides,Phylloscopus borealoides,8
Arctic Warbler,Phylloscopus borealis,Phylloscopus borealis,8
Chestnut-crowned Warbler,Phylloscopus castaniceps,Phylloscopus castaniceps,7
Yellow-vented Warbler,Phylloscopus cantator,Phylloscopus cantator,7
Western Crowned Warbler,Phylloscopus occipitalis,Phylloscopus occipitalis,8
Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopus reguloides,8
Claudia's Leaf Warbler,Phylloscopus claudiae,Phylloscopus claudiae,8
Gray-hooded Warbler,Phylloscopus xanthoschistos,Phylloscopus xanthoschistos,8
Pale-footed Bush Warbler,Urosphena pallidipes,Hemitesia pallidipes,8
Asian Stubtail,Urosphena squameiceps,Urosphena squameiceps,8
Gray-bellied Tesia,Tesia cyaniventer,Tesia cyaniventer,8
Slaty-bellied Tesia,Tesia olivea,Tesia olivea,7
Chestnut-crowned Bush Warbler,Cettia major,Cettia major,8
Gray-sided Bush Warbler,Cettia brunnifrons,Cettia brunnifrons,7
Chestnut-headed Tesia,Cettia castaneocoronata,Cettia castaneocoronata,8
Cetti's Warbler,Cettia cetti,Cettia cetti,8
Yellow-bellied Warbler,Abroscopus superciliaris,Abroscopus superciliaris,8
Rufous-faced Warbler,Abroscopus albogularis,Abroscopus albogularis,7
Black-faced Warbler,Abroscopus schisticeps,Abroscopus schisticeps,8
Mountain Tailorbird,Phyllergates cucullatus,Phyllergates cucullatus,7
Broad-billed Warbler,Tickellia hodgsoni,Tickellia hodgsoni,7
Manchurian Bush Warbler,Horornis canturians,Horornis canturians,8
Brownish-flanked Bush Warbler,Horornis fortipes,Horornis fortipes,8
Hume's Bush Warbler,Horornis brunnescens,Horornis brunnescens,7
Aberrant Bush Warbler,Horornis flavolivaceus,Horornis flavolivaceus,7
White-browed Tit-Warbler,Leptopoecile sophiae,Leptopoecile sophiae,6
Crested Tit-Warbler,Leptopoecile elegans,Leptopoecile elegans,6
White-cheeked Tit,Aegithalos leucogenys,Aegithalos leucogenys,8
Black-throated Tit,Aegithalos concinnus,Aegithalos concinnus,8
White-throated Tit,Aegithalos niveogularis,Aegithalos niveogularis,9
Black-browed Tit,Aegithalos iouschistos,Aegithalos iouschistos,8
Eurasian Blackcap,Sylvia atricapilla,Sylvia atricapilla,10
Garden Warbler,Sylvia borin,Sylvia borin,13
Barred Warbler,Curruca nisoria,Curruca nisoria,8
Lesser Whitethroat,Curruca curruca,Curruca curruca,7
Eastern Orphean Warbler,Curruca crassirostris,Curruca crassirostris,9
Asian Desert Warbler,Curruca nana,Curruca nana,7
Greater Whitethroat,Curruca communis,Curruca communis,8
Fire-tailed Myzornis,Myzornis pyrrhoura,Myzornis pyrrhoura,8
Golden-breasted Fulvetta,Lioparus chrysotis,Lioparus chrysotis,7
Yellow-eyed Babbler,Chrysomma sinense,Chrysomma sinense,8
Jerdon's Babbler,Chrysomma altirostre,Chrysomma altirostre,10
Brown-throated Fulvetta,Fulvetta ludlowi,Fulvetta ludlowi,8
White-browed Fulvetta,Fulvetta vinipectus,Fulvetta vinipectus,8
Streak-throated Fulvetta,Fulvetta manipurensis,Fulvetta manipurensis,8
Black-breasted Parrotbill,Paradoxornis flavirostris,Paradoxornis flavirostris,10
Spot-breasted Parrotbill,Paradoxornis guttaticollis,Paradoxornis guttaticollis,10
Great Parrotbill,Conostoma aemodium,Paradoxornis aemodium,14
Brown Parrotbill,Cholornis unicolor,Paradoxornis unicolor,11
Gray-headed Parrotbill,Psittiparus gularis,Paradoxornis gularis,11
White-breasted Parrotbill,Psittiparus ruficeps,Paradoxornis ruficeps,11
Rufous-headed Parrotbill,Psittiparus bakeri,Paradoxornis bakeri,11
Fulvous Parrotbill,Suthora fulvifrons,Suthora fulvifrons,7
Black-throated Parrotbill,Suthora nipalensis,Suthora nipalensis,6
Pale-billed Parrotbill,Chleuasicus atrosuperciliaris,Suthora atrosuperciliaris,9
Striated Yuhina,Staphida castaniceps,Staphida castaniceps,8
Black-chinned Yuhina,Yuhina nigrimenta,Yuhina nigrimenta,8
Whiskered Yuhina,Yuhina flavicollis,Yuhina flavicollis,9
White-naped Yuhina,Yuhina bakeri,Yuhina bakeri,9
Stripe-throated Yuhina,Yuhina gularis,Yuhina gularis,9
Rufous-vented Yuhina,Yuhina occipitalis,Yuhina occipitalis,10
Chestnut-flanked White-eye,Zosterops erythropleurus,Zosterops erythropleurus,8
Indian White-eye,Zosterops palpebrosus,Zosterops palpebrosus,8
Chestnut-capped Babbler,Timalia pileata,Timalia pileata,8
Tawny-bellied Babbler,Dumetia hyperythra,Dumetia hyperythra,8
Dark-fronted Babbler,Dumetia atriceps,Dumetia atriceps,10
Pin-striped Tit-Babbler,Mixornis gularis,Mixornis gularis,8
Golden Babbler,Cyanoderma chrysaeum,Cyanoderma chrysaeum,7
Black-chinned Babbler,Cyanoderma pyrrhops,Cyanoderma pyrrhops,8
Rufous-capped Babbler,Cyanoderma ruficeps,Cyanoderma ruficeps,8
Buff-chested Babbler,Cyanoderma ambiguum,Cyanoderma rufifrons,8
Rufous-throated Wren-Babbler,Spelaeornis caudatus,Spelaeornis caudatus,8
Mishmi Wren-Babbler,Spelaeornis badeigularis,Spelaeornis badeigularis,7
Bar-winged Wren-Babbler,Spelaeornis troglodytoides,Spelaeornis troglodytoides,7
Naga Wren-Babbler,Spelaeornis chocolatinus,Spelaeornis chocolatinus,8
Chin Hills Wren-Babbler,Spelaeornis oatesi,Spelaeornis oatesi,8
Tawny-breasted Wren-Babbler,Spelaeornis longicaudatus,Spelaeornis longicaudatus,8
Black-crowned Scimitar-Babbler,Pomatorhinus ferruginosus,Pomatorhinus ferruginosus,11
Brown-crowned Scimitar-Babbler,Pomatorhinus phayrei,Pomatorhinus phayrei,11
Red-billed Scimitar-Babbler,Pomatorhinus ochraceiceps,Pomatorhinus ochraceiceps,10
Slender-billed Scimitar-Babbler,Pomatorhinus superciliaris,Pomatorhinus superciliaris,9
Streak-breasted Scimitar-Babbler,Pomatorhinus ruficollis,Pomatorhinus ruficollis,10
White-browed Scimitar-Babbler,Pomatorhinus schisticeps,Pomatorhinus schisticeps,11
Indian Scimitar-Babbler,Pomatorhinus horsfieldii,Pomatorhinus horsfieldii,11
Large Scimitar-Babbler,Erythrogenys hypoleucos,Erythrogenys hypoleucos,14
Rusty-cheeked Scimitar-Babbler,Erythrogenys erythrogenys,Erythrogenys erythrogenys,12
Spot-breasted Scimitar-Babbler,Erythrogenys mcclellandi,Erythrogenys mcclellandi,12
Gray-throated Babbler,Stachyris nigriceps,Stachyris nigriceps,8
Sikkim Wedge-billed Babbler,Stachyris humei,Stachyris humei,10
Cachar Wedge-billed Babbler,Stachyris roberti,Stachyris roberti,11
Snowy-throated Babbler,Stachyris oglei,Stachyris oglei,10
Indian Grassbird,Graminicola bengalensis,Graminicola bengalensis,8
White-hooded Babbler,Gampsorhynchus rufulus,Gampsorhynchus rufulus,10
Yellow-throated Fulvetta,Schoeniparus cinereus,Schoeniparus cinereus,8
Rufous-winged Fulvetta,Schoeniparus castaneceps,Schoeniparus castaneceps,8
Rufous-throated Fulvetta,Schoeniparus rufogularis,Schoeniparus rufogularis,8
Rusty-capped Fulvetta,Schoeniparus dubius,Schoeniparus dubius,8
Puff-throated Babbler,Pellorneum ruficeps,Pellorneum ruficeps,10
Marsh Babbler,Pellorneum palustre,Pellorneum palustre,9
Spot-throated Babbler,Pellorneum albiventre,Pellorneum albiventre,9
Buff-breasted Babbler,Pellorneum tickelli,Pellorneum tickelli,9
Rufous-vented Grass Babbler,Laticilla burnesii,Laticilla burnesii,8
Swamp Grass Babbler,Laticilla cinerascens,Laticilla cinerascens,9
Abbott's Babbler,Malacocincla abbotti,Malacocincla abbotti,9
Streaked Wren-Babbler,Gypsophila brevicaudata,Gypsophila brevicaudata,9
Eyebrowed Wren-Babbler,Napothera epilepidota,Napothera epilepidota,8
Long-billed Wren-Babbler,Napothera malacoptila,Napothera malacoptila,9
Brown-cheeked Fulvetta,Alcippe poioicephala,Alcippe poioicephala,9
Nepal Fulvetta,Alcippe nipalensis,Alcippe nipalensis,8
Striated Laughingthrush,Grammatoptila striata,Grammatoptila striata,15
Himalayan Cutia,Cutia nipalensis,Cutia nipalensis,11
Scaly Laughingthrush,Trochalopteron subunicolor,Trochalopteron subunicolor,12
Brown-capped Laughingthrush,Trochalopteron austeni,Trochalopteron austeni,11
Blue-winged Laughingthrush,Trochalopteron squamatum,Trochalopteron squamatum,13
Streaked Laughingthrush,Trochalopteron lineatum,Trochalopteron lineatum,11
Bhutan Laughingthrush,Trochalopteron imbricatum,Trochalopteron imbricatum,11
Striped Laughingthrush,Trochalopteron virgatum,Trochalopteron virgatum,12
Variegated Laughingthrush,Trochalopteron variegatum,Trochalopteron variegatum,12
Black-faced Laughingthrush,Trochalopteron affine,Trochalopteron affine,13
Elliot's Laughingthrush,Trochalopteron elliotii,Trochalopteron elliotii,11
Chestnut-crowned Laughingthrush,Trochalopteron erythrocephalum,Trochalopteron erythrocephalum,13
Assam Laughingthrush,Trochalopteron chrysopterum,Trochalopteron chrysopterum,12
Banasura Laughingthrush,Montecincla jerdoni,Montecincla jerdoni,13
Nilgiri Laughingthrush,Montecincla cachinnans,Montecincla cachinnans,11
Palani Laughingthrush,Montecincla fairbanki,Montecincla fairbanki,12
Ashambu Laughingthrush,Montecincla meridionalis,Montecincla meridionalis,11
Long-tailed Sibia,Heterophasia picaoides,Heterophasia picaoides,10
Rufous Sibia,Heterophasia capistrata,Heterophasia capistrata,11
Beautiful Sibia,Heterophasia pulchella,Heterophasia pulchella,13
Gray Sibia,Heterophasia gracilis,Heterophasia gracilis,11
Hoary-throated Barwing,Actinodura nipalensis,Sibia nipalensis,12
Streak-throated Barwing,Actinodura waldeni,Sibia waldeni,13
Blue-winged Minla,Actinodura cyanouroptera,Siva cyanouroptera,9
Chestnut-tailed Minla,Actinodura strigula,Chrysominla strigula,9
Rusty-fronted Barwing,Actinodura egertoni,Actinodura egertoni,12
Red-billed Leiothrix,Leiothrix lutea,Leiothrix lutea,14
Silver-eared Mesia,Leiothrix argentauris,Leiothrix argentauris,12
Red-tailed Minla,Minla ignotincta,Minla ignotincta,8
Rufous-backed Sibia,Leioptila annectens,Leioptila annectens,10
Bugun Liocichla,Liocichla bugunorum,Liocichla bugunorum,11
Red-faced Liocichla,Liocichla phoenicea,Liocichla phoenicea,12
Large Gray Babbler,Argya malcolmi,Argya malcolmi,19
Slender-billed Babbler,Argya longirostris,Argya longirostris,16
Rufous Babbler,Argya subrufa,Argya subrufa,18
Jungle Babbler,Argya striata,Argya striata,17
Yellow-billed Babbler,Argya affinis,Argya affinis,18
Common Babbler,Argya caudata,Argya caudata,17
Striated Babbler,Argya earlei,Argya earlei,17
Spot-breasted Laughingthrush,Garrulax merulinus,Garrulax merulinus,14
Lesser Necklaced Laughingthrush,Garrulax monileger,Garrulax monileger,12
White-crested Laughingthrush,Garrulax leucolophus,Garrulax leucolophus,13
Rufous-chinned Laughingthrush,Ianthocincla rufogularis,Ianthocincla rufogularis,12
Moustached Laughingthrush,Ianthocincla cineracea,Ianthocincla cineracea,12
Spotted Laughingthrush,Ianthocincla ocellata,Ianthocincla ocellata,16
Wayanad Laughingthrush,Pterorhinus delesserti,Pterorhinus delesserti,14
Rufous-vented Laughingthrush,Pterorhinus gularis,Pterorhinus gularis,14
Yellow-throated Laughingthrush,Pterorhinus galbanus,Pterorhinus galbanus,12
Rufous-necked Laughingthrush,Pterorhinus ruficollis,Pterorhinus ruficollis,12
Chestnut-backed Laughingthrush,Pterorhinus nuchalis,Pterorhinus nuchalis,13
White-browed Laughingthrush,Pterorhinus sannio,Pterorhinus sannio,12
Greater Necklaced Laughingthrush,Pterorhinus pectoralis,Pterorhinus pectoralis,14
Mount Victoria Babax,Pterorhinus woodi,Pterorhinus woodi,11
White-throated Laughingthrush,Pterorhinus albogularis,Pterorhinus albogularis,14
Gray-sided Laughingthrush,Pterorhinus caerulatus,Pterorhinus caerulatus,13
Goldcrest,Regulus regulus,Regulus regulus,6
Wallcreeper,Tichodroma muraria,Tichodroma muraria,8
Indian Nuthatch,Sitta castanea,Sitta castanea,9
Chestnut-bellied Nuthatch,Sitta cinnamoventris,Sitta cinnamoventris,9
Chestnut-vented Nuthatch,Sitta nagaensis,Sitta nagaensis,9
Kashmir Nuthatch,Sitta cashmirensis,Sitta cashmirensis,8
White-tailed Nuthatch,Sitta himalayensis,Sitta himalayensis,8
White-cheeked Nuthatch,Sitta leucopsis,Sitta leucopsis,7
Yunnan Nuthatch,Sitta yunnanensis,Sitta yunnanensis,7
Velvet-fronted Nuthatch,Sitta frontalis,Sitta frontalis,9
Beautiful Nuthatch,Sitta formosa,Sitta formosa,8
Hodgson's Treecreeper,Certhia hodgsoni,Certhia hodgsoni,6
Bar-tailed Treecreeper,Certhia himalayana,Certhia himalayana,7
Rusty-flanked Treecreeper,Certhia nipalensis,Certhia nipalensis,7
Sikkim Treecreeper,Certhia discolor,Certhia discolor,8
Hume's Treecreeper,Certhia manipurensis,Certhia manipurensis,7
Indian Spotted Creeper,Salpornis spilonota,Salpornis spilonota,9
Eurasian Wren,Troglodytes troglodytes,Troglodytes troglodytes,6
Spotted Elachura,Elachura formosa,Elachura formosa,7
White-throated Dipper,Cinclus cinclus,Cinclus cinclus,8
Brown Dipper,Cinclus pallasii,Cinclus pallasii,9
Asian Glossy Starling,Aplonis panayensis,Aplonis panayensis,12
Golden-crested Myna,Ampeliceps coronatus,Ampeliceps coronatus,12
Common Hill Myna,Gracula religiosa,Gracula religiosa,19
Southern Hill Myna,Gracula indica,Gracula indica,18
European Starling,Sturnus vulgaris,Sturnus vulgaris,16
Rosy Starling,Pastor roseus,Pastor roseus,11
Daurian Starling,Agropsar sturninus,Agropsar sturninus,10
Chestnut-cheeked Starling,Agropsar philippensis,Agropsar philippensis,9
Indian Pied Starling,Gracupica contra,Gracupica contra,11
White-shouldered Starling,Sturnia sinensis,Sturnia sinensis,11
Brahminy Starling,Sturnia pagodarum,Sturnia pagodarum,11
Chestnut-tailed Starling,Sturnia malabarica,Sturnia malabarica,10
Malabar Starling,Sturnia blythii,Sturnia malabarica,10
White-headed Starling,Sturnia erythropygia,Sturnia erythropygia,12
Red-billed Starling,Spodiopsar sericeus,Spodiopsar sericeus,12
White-cheeked Starling,Spodiopsar cineraceus,Spodiopsar cineraceus,12
Common Myna,Acridotheres tristis,Acridotheres tristis,9
Bank Myna,Acridotheres ginginianus,Acridotheres ginginianus,8
Jungle Myna,Acridotheres fuscus,Acridotheres fuscus,9
Collared Myna,Acridotheres albocinctus,Acridotheres albocinctus,10
Great Myna,Acridotheres grandis,Acridotheres grandis,10
Spot-winged Starling,Saroglossa spilopterus,Saroglossa spilopterus,11
Grandala,Grandala coelicolor,Grandala coelicolor,13
Long-tailed Thrush,Zoothera dixoni,Zoothera dixoni,11
Alpine Thrush,Zoothera mollissima,Zoothera mollissima,11
Himalayan Thrush,Zoothera salimalii,Zoothera salimalii,11
Dark-sided Thrush,Zoothera marginata,Zoothera marginata,11
Long-billed Thrush,Zoothera monticola,Zoothera monticola,12
Scaly Thrush,Zoothera dauma,Zoothera dauma,12
Nilgiri Thrush,Zoothera neilgherriensis,Zoothera dauma,12
Purple Cochoa,Cochoa purpurea,Cochoa purpurea,14
Green Cochoa,Cochoa viridis,Cochoa viridis,14
Siberian Thrush,Geokichla sibirica,Geokichla sibirica,12
Pied Thrush,Geokichla wardii,Geokichla wardii,11
Orange-headed Thrush,Geokichla citrina,Geokichla citrina,11
Chinese Thrush,Turdus mupinensis,Otocichla mupinensis,12
Mistle Thrush,Turdus viscivorus,Turdus viscivorus,14
Song Thrush,Turdus philomelos,Turdus philomelos,12
Chinese Blackbird,Turdus mandarinus,Turdus mandarinus,13
Gray-winged Blackbird,Turdus boulboul,Turdus boulboul,12
Indian Blackbird,Turdus simillimus,Turdus simillimus,13
Japanese Thrush,Turdus cardis,Turdus cardis,11
Tickell's Thrush,Turdus unicolor,Turdus unicolor,11
Black-breasted Thrush,Turdus dissimilis,Turdus dissimilis,12
Gray-sided Thrush,Turdus feae,Turdus feae,11
Eyebrowed Thrush,Turdus obscurus,Turdus obscurus,11
White-backed Thrush,Turdus kessleri,Turdus kessleri,12
Tibetan Blackbird,Turdus maximus,Turdus maximus,13
Fieldfare,Turdus pilaris,Turdus pilaris,12
White-collared Blackbird,Turdus albocinctus,Turdus albocinctus,12
Chestnut Thrush,Turdus rubrocanus,Turdus rubrocanus,13
Black-throated Thrush,Turdus atrogularis,Turdus atrogularis,12
Red-throated Thrush,Turdus ruficollis,Turdus ruficollis,12
Dusky Thrush,Turdus eunomus,Turdus eunomus,13
Naumann's Thrush,Turdus naumanni,Turdus naumanni,12
Dark-sided Flycatcher,Muscicapa sibirica,Muscicapa sibirica,8
Ferruginous Flycatcher,Muscicapa ferruginea,Muscicapa ferruginea,8
Asian Brown Flycatcher,Muscicapa dauurica,Muscicapa dauurica,8
Brown-breasted Flycatcher,Muscicapa muttui,Muscicapa muttui,8
Spotted Flycatcher,Muscicapa striata,Muscicapa striata,9
Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Cercotrichas galactotes,9
Indian Robin,Copsychus fulicatus,Copsychus fulicatus,8
Oriental Magpie-Robin,Copsychus saularis,Copsychus saularis,10
White-rumped Shama,Copsychus malabaricus,Copsychus malabaricus,9
Andaman Shama,Copsychus albiventris,Copsychus albiventris,10
White-gorgeted Flycatcher,Anthipes monileger,Anthipes monileger,8
Nilgiri Sholakili,Sholicola major,Sholicola major,10
White-bellied Sholakili,Sholicola albiventris,Sholicola albiventris,11
White-tailed Flycatcher,Cyornis concretus,Cyornis concretus,12
White-bellied Blue Flycatcher,Cyornis pallidipes,Cyornis pallidipes,8
Pale-chinned Blue Flycatcher,Cyornis poliogenys,Cyornis poliogenys,10
Pale Blue Flycatcher,Cyornis unicolor,Cyornis unicolor,8
Blue-throated Flycatcher,Cyornis rubeculoides,Cyornis rubeculoides,8
Large Blue Flycatcher,Cyornis magnirostris,Cyornis magnirostris,8
Hill Blue Flycatcher,Cyornis whitei,Cyornis whitei,8
Tickell's Blue Flycatcher,Cyornis tickelliae,Cyornis tickelliae,8
Nicobar Jungle-Flycatcher,Cyornis nicobaricus,Cyornis nicobaricus,9
Large Niltava,Niltava grandis,Niltava grandis,10
Small Niltava,Niltava macgrigoriae,Niltava macgrigoriae,8
Rufous-bellied Niltava,Niltava sundara,Niltava sundara,9
Chinese Vivid Niltava,Niltava oatesi,Niltava oatesi,10
Blue-and-white Flycatcher,Cyanoptila cyanomelana,Cyanoptila cyanomelana,9
Zappey's Flycatcher,Cyanoptila cumatilis,Cyanoptila cumatilis,9
Nilgiri Flycatcher,Eumyias albicaudatus,Eumyias albicaudatus,9
Verditer Flycatcher,Eumyias thalassinus,Eumyias thalassinus,9
Rusty-bellied Shortwing,Brachypteryx hyperythra,Brachypteryx hyperythra,13
Gould's Shortwing,Brachypteryx stellata,Heteroxenicus stellatus,9
Lesser Shortwing,Brachypteryx leucophris,Brachypteryx leucophris,9
Himalayan Shortwing,Brachypteryx cruralis,Brachypteryx cruralis,9
Indian Blue Robin,Larvivora brunnea,Larvivora brunnea,9
Siberian Blue Robin,Larvivora cyane,Larvivora cyane,8
White-bellied Redstart,Luscinia phaenicuroides,Luscinia phaenicuroides,9
Bluethroat,Luscinia svecica,Luscinia svecica,7
Malabar Whistling-Thrush,Myophonus horsfieldii,Myophonus horsfieldii,15
Blue Whistling-Thrush,Myophonus caeruleus,Myophonus caeruleus,14
Little Forktail,Enicurus scouleri,Enicurus scouleri,9
White-crowned Forktail,Enicurus leschenaulti,Enicurus leschenaulti,10
Spotted Forktail,Enicurus maculatus,Enicurus maculatus,11
Black-backed Forktail,Enicurus immaculatus,Enicurus immaculatus,10
Slaty-backed Forktail,Enicurus schistaceus,Enicurus schistaceus,11
Firethroat,Calliope pectardens,Calliope pectardens,9
Siberian Rubythroat,Calliope calliope,Calliope calliope,8
Himalayan Rubythroat,Calliope pectoralis,Calliope pectoralis,10
Chinese Rubythroat,Calliope tschebaiewi,Calliope tschebaiewi,9
White-tailed Robin,Myiomela leucura,Myiomela leucura,10
Blue-fronted Robin,Cinclidium frontale,Cinclidium frontale,10
Red-flanked Bluetail,Tarsiger cyanurus,Tarsiger cyanurus,8
Himalayan Bluetail,Tarsiger rufilatus,Tarsiger rufilatus,8
Rufous-breasted Bush-Robin,Tarsiger hyperythrus,Tarsiger hyperythrus,8
White-browed Bush-Robin,Tarsiger indicus,Tarsiger indicus,9
Golden Bush-Robin,Tarsiger chrysaeus,Tarsiger chrysaeus,9
Yellow-rumped Flycatcher,Ficedula zanthopygia,Ficedula zanthopygia,10
Mugimaki Flycatcher,Ficedula mugimaki,Ficedula mugimaki,9
Slaty-backed Flycatcher,Ficedula erithacus,Ficedula erithacus,9
Black-and-orange Flycatcher,Ficedula nigrorufa,Ficedula nigrorufa,9
Slaty-blue Flycatcher,Ficedula tricolor,Ficedula tricolor,9
Snowy-browed Flycatcher,Ficedula hyperythra,Ficedula hyperythra,9
Pygmy Flycatcher,Ficedula hodgsoni,Ficedula hodgsoni,9
Rufous-gorgeted Flycatcher,Ficedula strophiata,Ficedula strophiata,10
Sapphire Flycatcher,Ficedula sapphira,Ficedula sapphira,8
Little Pied Flycatcher,Ficedula westermanni,Ficedula westermanni,9
Ultramarine Flycatcher,Ficedula superciliaris,Ficedula superciliaris,8
Rusty-tailed Flycatcher,Ficedula ruficauda,Ficedula ruficauda,10
Taiga Flycatcher,Ficedula albicilla,Ficedula albicilla,10
Kashmir Flycatcher,Ficedula subrubra,Ficedula subrubra,9
Red-breasted Flycatcher,Ficedula parva,Ficedula parva,8
Blue-fronted Redstart,Phoenicurus frontalis,Phoenicurus frontalis,8
Plumbeous Redstart,Phoenicurus fuliginosus,Phoenicurus fuliginosus,9
Rufous-backed Redstart,Phoenicurus erythronotus,Phoenicurus erythronotus,9
White-capped Redstart,Phoenicurus leucocephalus,Phoenicurus leucocephalus,10
Blue-capped Redstart,Phoenicurus coeruleocephala,Phoenicurus coeruleocephala,8
Common Redstart,Phoenicurus phoenicurus,Phoenicurus phoenicurus,8
Hodgson's Redstart,Phoenicurus hodgsoni,Phoenicurus hodgsoni,8
White-throated Redstart,Phoenicurus schisticeps,Phoenicurus schisticeps,9
White-winged Redstart,Phoenicurus erythrogastrus,Phoenicurus erythrogastrus,9
Black Redstart,Phoenicurus ochruros,Phoenicurus ochruros,8
Daurian Redstart,Phoenicurus auroreus,Phoenicurus auroreus,9
Chestnut-bellied Rock-Thrush,Monticola rufiventris,Monticola rufiventris,10
Blue-capped Rock-Thrush,Monticola cinclorhyncha,Monticola cinclorhyncha,10
Rufous-tailed Rock-Thrush,Monticola saxatilis,Monticola saxatilis,10
Blue Rock-Thrush,Monticola solitarius,Monticola solitarius,10
Whinchat,Saxicola rubetra,Saxicola rubetra,8
White-browed Bushchat,Saxicola macrorhynchus,Saxicola macrorhynchus,8
White-throated Bushchat,Saxicola insignis,Saxicola insignis,8
Siberian Stonechat,Saxicola maurus,Saxicola torquatus,7
Amur Stonechat,Saxicola stejnegeri,Saxicola torquatus,7
White-tailed Stonechat,Saxicola leucurus,Saxicola leucurus,8
Pied Bushchat,Saxicola caprata,Saxicola caprata,8
Jerdon's Bushchat,Saxicola jerdoni,Saxicola jerdoni,8
Gray Bushchat,Saxicola ferreus,Saxicola ferreus,8
Northern Wheatear,Oenanthe oenanthe,Oenanthe oenanthe,8
Isabelline Wheatear,Oenanthe isabellina,Oenanthe isabellina,8
Desert Wheatear,Oenanthe deserti,Oenanthe deserti,8
Pied Wheatear,Oenanthe pleschanka,Oenanthe pleschanka,8
Brown Rock Chat,Oenanthe fusca,Oenanthe fusca,7
Variable Wheatear,Oenanthe picata,Oenanthe picata,8
Hume's Wheatear,Oenanthe albonigra,Oenanthe albonigra,8
Finsch's Wheatear,Oenanthe finschii,Oenanthe finschii,8
Persian Wheatear,Oenanthe chrysopygia,Oenanthe chrysopygia,8
Bohemian Waxwing,Bombycilla garrulus,Bombycilla garrulus,10
Hypocolius,Hypocolius ampelinus,Hypocolius ampelinus,11
Thick-billed Flowerpecker,Dicaeum agile,Dicaeum agile,8
Yellow-vented Flowerpecker,Dicaeum chrysorrheum,Dicaeum chrysorrheum,8
Yellow-bellied Flowerpecker,Dicaeum melanozanthum,Dicaeum melanozanthum,8
Pale-billed Flowerpecker,Dicaeum erythrorhynchos,Dicaeum erythrorhynchos,8
Nilgiri Flowerpecker,Dicaeum concolor,Dicaeum concolor,7
Plain Flowerpecker,Dicaeum minullum,Dicaeum minullum,7
Andaman Flowerpecker,Dicaeum virescens,Dicaeum minullum,7
Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeum ignipectus,7
Scarlet-backed Flowerpecker,Dicaeum cruentatum,Dicaeum cruentatum,7
Ruby-cheeked Sunbird,Chalcoparia singalensis,Chalcoparia singalensis,8
Purple-rumped Sunbird,Leptocoma zeylonica,Leptocoma zeylonica,8
Crimson-backed Sunbird,Leptocoma minima,Leptocoma minima,7
Van Hasselt's Sunbird,Leptocoma brasiliana,Leptocoma brasiliana,8
Purple Sunbird,Cinnyris asiaticus,Cinnyris asiaticus,14
Olive-backed Sunbird,Cinnyris jugularis,Cinnyris jugularis,8
Loten's Sunbird,Cinnyris lotenius,Cinnyris lotenius,8
Fire-tailed Sunbird,Aethopyga ignicauda,Aethopyga ignicauda,8
Black-throated Sunbird,Aethopyga saturata,Aethopyga saturata,7
Mrs. Gould's Sunbird,Aethopyga gouldiae,Aethopyga gouldiae,7
Green-tailed Sunbird,Aethopyga nipalensis,Aethopyga nipalensis,8
Vigors's Sunbird,Aethopyga vigorsii,Aethopyga vigorsii,8
Crimson Sunbird,Aethopyga siparaja,Aethopyga siparaja,7
Little Spiderhunter,Arachnothera longirostra,Arachnothera longirostra,8
Streaked Spiderhunter,Arachnothera magna,Arachnothera magna,11
Asian Fairy-bluebird,Irena puella,Irena puella,14
Blue-winged Leafbird,Chloropsis cochinchinensis,Chloropsis moluccensis,9
Jerdon's Leafbird,Chloropsis jerdoni,Chloropsis jerdoni,9
Golden-fronted Leafbird,Chloropsis aurifrons,Chloropsis aurifrons,10
Orange-bellied Leafbird,Chloropsis hardwickii,Chloropsis hardwickii,10
Streaked Weaver,Ploceus manyar,Ploceus manyar,10
Baya Weaver,Ploceus philippinus,Ploceus philippinus,10
Finn's Weaver,Ploceus megarhynchus,Ploceus megarhynchus,11
