"eBird.English.Name.2022","eBird.Scientific.Name.2022","eBird.Code","Order","Family","SOIB.Concern.Status","SOIB.Long.Term.Status","SOIB.Current.Status","SOIB.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2023.lci","proj2023.mean","proj2023.rci","proj2024.lci","proj2024.mean","proj2024.rci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","SOIBv2.Long.Term.Status","SOIBv2.Current.Status","SOIBv2.Priority.Status"
"Fire-capped Tit","Cephalopyrus flammiceps","fictit1","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Moderate","Data Deficient","Data Deficient",NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Local Migrant",NA,NA,"Fire-capped Tit","Cephalopyrus flammiceps","Fire-capped Tit","Cephalopyrus flammiceps","Least Concern","Schedule-II","","",NA,"","","",46,0.173913043478261,0.182065217391304,0.0434782608695652,13.9347826086957,1.76930723944159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yellow-browed Tit","Sylviparus modestus","yebtit3","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Moderate","Moderate Decline","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident & Altitudinal Migrant",NA,NA,"Yellow-browed Tit","Sylviparus modestus","Yellow-browed Tit","Sylviparus modestus","Least Concern","Schedule-II","","",NA,"X","X","X",94,0.180851063829787,0.361702127659574,0.382978723404255,11.9574468085106,1.31813428036912,31.5527077112035,43.9053360096707,61.7783539805695,-2.34052951175484,7.15838861417586,16.6573067401066,101.94536589392,143.795954095939,204.789571136894,98.659987780393,147.886424320684,224.660177931775,95.4284219711181,152.218206075043,247.180579436024,92.3097194717652,156.805119753207,272.582343818663,89.3318543732352,161.661966478547,301.172108890787,86.5066947708957,166.80459900469,333.32253238763,83.8374435480504,172.249998288061,369.47169580294,"Declining","eBird Data Indecisive","Moderate"
"Sultan Tit","Melanochlora sultanea","sultit1","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Resident",NA,NA,"Sultan Tit","Melanochlora sultanea","Sultan Tit","Melanochlora sultanea","Least Concern","Schedule-II","","",NA,"X","X","X",104,0.192307692307692,0.332932692307692,0.365384615384615,10.25,1.23652790894673,69.0834027708635,92.6086584800395,127.821762104107,-6.16563599725404,-0.569376771713062,5.02688245382791,67.5375735587051,89.5372082375753,119.420766355583,62.9322544158166,87.7274134809994,123.324206700029,58.6000927799776,86.0004905274397,127.642911177967,54.5560185620397,84.353055978762,132.344146353929,50.7967654407508,82.7819174090775,137.41835579376,47.3106117017976,81.2840634040516,142.869218317226,44.082081791596,79.856654243097,148.7087943645,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Coal Tit","Periparus ater","coatit2","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","None","Forest","Resident & Altitudinal Migrant",NA,NA,"Coal Tit","Periparus ater","Coal Tit","Periparus ater","Least Concern","Schedule-II","","",NA,"X","X","X",191,0.230366492146597,0.448298429319372,0.554973821989529,10.5235602094241,0.850901590311276,50.7733849501629,63.4548327470694,79.1877953233607,-6.14096572838049,-1.50801245540202,3.12494081757644,63.9525072481612,81.6414547711754,104.607666312156,58.9936149409207,78.6611351074109,105.424586374719,54.3751735262098,75.8109158297285,106.424429750426,50.0998339082809,73.0845709961731,107.564915658477,46.1555121930403,70.4761948541516,108.822515694036,42.5237190712594,67.9801844263442,110.183753068248,39.1835313519376,65.5912230888414,111.640897719715,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Rufous-naped Tit","Periparus rufonuchalis","bkbtit2","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident & Altitudinal Migrant",1,NA,"Rufous-naped Tit","Periparus rufonuchalis","Rufous-naped Tit","Periparus rufonuchalis","Least Concern","Schedule-II","","",NA,"","X","X",104,0.221153846153846,0.294471153846154,0.5,9.70192307692308,1.08585245515893,NA,NA,NA,-9.92226932053299,-0.068795316199835,9.78467868813332,56.8305776182741,106.331605597142,200.620900991296,53.7234953848451,112.413560055255,237.973592547546,50.6690929773291,118.907846493659,283.425260866611,47.7321464081756,125.845576832824,338.542249802692,44.9422667768235,133.260418797801,405.288287875665,42.3109141696107,141.188820745223,486.087295228645,39.8398790913477,149.670257437121,583.912947182061,"eBird Data Deficient","eBird Data Indecisive","Low"
"Rufous-vented Tit","Periparus rubidiventris","ruvtit2","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident & Altitudinal Migrant",NA,NA,"Rufous-vented Tit","Periparus rubidiventris","Rufous-vented Tit","Periparus rubidiventris","Least Concern","Schedule-II","","",NA,"","X","X",70,0.142857142857143,0.314285714285714,0.371428571428571,11.7571428571429,1.5531360700769,NA,NA,NA,-12.3997202556501,-4.89122402111344,2.61727221342317,34.7406350092155,55.7416325580448,90.6162586351341,29.3912704207726,51.2764795640947,91.1004840689699,24.8441358992686,47.218648969657,91.9523315534673,21.0004670147322,43.527821376083,93.1019128639299,17.7603799596693,40.1679240909921,94.5127346564441,15.0324218723613,37.1066608181169,96.1664234849657,12.7364010923087,34.3150956785847,98.0552718816651,"eBird Data Deficient","eBird Data Indecisive","Low"
"Gray-crested Tit","Lophophanes dichrous","gyctit1","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident & Altitudinal Migrant",NA,NA,"Grey-crested Tit","Lophophanes dichrous","Grey-crested Tit","Lophophanes dichrous","Least Concern","Schedule-II","","",NA,"","X","X",65,0.230769230769231,0.336538461538462,0.323076923076923,12.2,1.53466488449183,NA,NA,NA,-13.6812256971668,-8.41594396691152,-3.15066223665627,30.3736755092122,46.2854222050271,71.1836851293716,26.4559107726676,43.439563780812,72.2434995404184,23.0193058304168,40.7966819709447,73.5495064470154,20.0233977629839,38.3409406419947,75.0570574370508,17.4201742500875,36.0578313620993,76.7433869125616,15.1619518461247,33.9340554067453,78.5976018020272,13.2045040149638,31.9574167725704,80.615774807966,"eBird Data Deficient","Rapid Decline","Moderate"
"Azure Tit","Cyanistes cyanus","azutit2","Passeriformes","Paridae (Tits, Chickadees, and Titmice)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","None","Uncertain",NA,1,"Azure Tit","Cyanistes cyanus","Azure Tit","Cyanistes cyanus","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ground Tit","Pseudopodoces humilis","grotit1","Passeriformes","Paridae (Tits, Chickadees, and Titmice)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Alpine & Cold Desert","Resident",NA,NA,"Ground Tit","Pseudopodoces humilis","Ground Tit","Pseudopodoces humilis","Least Concern","Schedule-II","","",NA,"","","",29,0.0344827586206897,0.314655172413793,0.482758620689655,6.96551724137931,1.71676187738385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Green-backed Tit","Parus monticolus","grbtit1","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","None","None","Resident & Altitudinal Migrant",NA,NA,"Green-backed Tit","Parus monticolus","Green-backed Tit","Parus monticolus","Least Concern","Schedule-II","","",NA,"X","X","X",284,0.207746478873239,0.465669014084507,0.577464788732394,9.79577464788732,0.674709630781286,81.8008527828486,99.4266450543927,123.170667191574,-3.69695329651289,0.101200136803783,3.89935357012046,89.1563690539278,106.393094550636,127.291447744781,88.2759068869121,108.716925880774,134.3745394659,87.3558305994707,111.118736872318,142.028419905554,86.4252078453817,113.601502313686,150.25723966706,85.5005332362424,116.168327235337,159.080416175837,84.5915640049696,118.822453134324,168.52700726447,83.7042417622457,121.567264520293,178.633016700382,"Stable","eBird Data Indecisive","Low"
"Cinereous Tit","Parus cinereus","gretit2","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Omnivore","No","No","No","None","None","Resident",NA,NA,"Cinereous Tit","Parus cinereus","Great Tit","Parus major","Least Concern","Schedule-II","","",NA,"X","X","X",1777,0.10748452447946,0.396243669105234,0.499155880697805,10.6747326955543,0.304532852497394,86.1697312700206,101.560771291829,118.968866180278,-1.43148546356545,1.42443931295261,4.28036408947067,97.4477700409006,111.140046448573,126.934418900681,96.4877027856843,112.662068163846,131.805242039752,95.4924829688995,114.221321023076,136.981257556307,94.4857884708145,115.81876352383,142.449779859567,93.4810998095851,117.45538328772,148.208996398031,92.4864321080146,119.132198007248,154.263271575256,91.5067012415713,120.850256426726,160.620818769257,"Stable","Stable","Low"
"White-naped Tit","Machlolophus nuchalis","whwtit2","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Mainland India","Forest","Resident",NA,NA,"White-naped Tit","Machlolophus nuchalis","White-naped Tit","Machlolophus nuchalis","Vulnerable","Schedule-I","","",NA,"","","X",75,0.0666666666666667,0.248333333333333,0.493333333333333,11.8,1.47097085057565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","High"
"Himalayan Black-lored Tit","Machlolophus xanthogenys","blltit1","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","Yes","Himalayas","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,"Himalayan Black-lored Tit","Machlolophus xanthogenys","Black-lored Tit","Machlolophus xanthogenys","Least Concern","Schedule-II","","",NA,"X","X","X",129,0.178294573643411,0.462209302325581,0.511627906976744,12.6976744186047,0.993581413220897,59.4577925640317,76.5342910191199,98.0316467055674,-7.18088313940567,-3.29127561826474,0.598331902876198,65.3596453734457,81.3204701936738,101.533137061133,62.4792287848232,80.8183479624706,105.050799574204,59.6863830638849,80.3428408123246,108.85593104707,57.0033404449183,79.8934615726037,112.926021093605,54.4390943997469,79.4697502438099,117.253254043317,51.9958488270141,79.0712731885814,121.838052214278,49.6722069031492,78.697622369694,126.685887189328,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Indian Yellow Tit","Machlolophus aplonotus","indtit1","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Mainland India","Forest & Plantation","Resident",NA,NA,"Indian Black-lored Tit","Machlolophus aplonotus","Not at species rank","Machlolophus xanthogenys aplonotus","Not Recognised","Schedule-II","","",NA,"X","X","X",458,0.109170305676856,0.366266375545852,0.443231441048035,13.264192139738,0.650472987254199,38.0601830540971,47.0623770416504,58.9199599719766,-4.7350271081648,-1.79643586142783,1.14215538530914,74.4341958540655,86.1909227890757,100.007388479944,71.3466072038237,84.8014738308383,101.078840659022,68.3557702235483,83.4502210867502,102.263497699392,65.4776936013226,82.1360676070718,103.537591697191,62.7184158423191,80.8579536156555,104.887907005132,60.0788585187648,79.6148551942879,106.306896768165,57.557225056929,78.405783018398,107.7902561091,"Declining","Stable","Low"
"Yellow-cheeked Tit","Machlolophus spilonotus","yectit1","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,"Yellow-cheeked Tit","Machlolophus spilonotus","Yellow-cheeked Tit","Machlolophus spilonotus","Least Concern","Schedule-II","","",NA,"","X","X",76,0.131578947368421,0.314144736842105,0.394736842105263,9.64473684210526,1.38967060141054,NA,NA,NA,-8.80320090793106,-2.47823016867672,3.84674057057761,58.5991712842053,83.1506106338156,119.116338787035,54.6500276809301,82.4989726375077,126.198907451013,50.9359635304479,81.9178660651189,134.097445642076,47.4754045491118,81.4058260410253,142.820435765298,44.267207375271,80.9615625206886,152.407005300921,41.3011597317966,80.5839547832183,162.916833066569,38.5630344984824,80.2720466051827,174.425663895207,"eBird Data Deficient","eBird Data Indecisive","Low"
"White-crowned Penduline-Tit","Remiz coronatus","wcptit1","Passeriformes","Remizidae (Penduline-Tits)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Wetland","Winter Migrant",NA,NA,"White-crowned Penduline Tit","Remiz coronatus","White-crowned Penduline-tit","Remiz coronatus","Least Concern","Schedule-II","","",NA,"","","",5,0.2,0.266666666666667,0.4,8.6,8.42116001510481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greater Hoopoe-Lark","Alaemon alaudipes","grhlar1","Passeriformes","Alaudidae (Larks)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Grassland","Resident",NA,NA,"Greater Hoopoe Lark","Alaemon alaudipes","Greater Hoopoe-lark","Alaemon alaudipes","Least Concern","Schedule-II","","",NA,"","","",39,0.102564102564103,0.233974358974359,0.435897435897436,9.58974358974359,2.00539019656498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rufous-tailed Lark","Ammomanes phoenicura","rutlar2","Passeriformes","Alaudidae (Larks)","Moderate","Strong Decline","Uncertain","Large","Diurnal","Diurnal","Omnivore","No","Yes","No","Indian Subcontinent","Open Habitat","Resident",NA,NA,"Rufous-tailed Lark","Ammomanes phoenicura","Rufous-tailed Lark","Ammomanes phoenicura","Least Concern","Schedule-II","","",NA,"X","X","X",1364,0.0689149560117302,0.316715542521994,0.384897360703812,10.2478005865103,0.337100637656165,27.9764184489669,32.9403054468908,38.8171142610874,-6.62415023399845,-4.02829162905727,-1.43243302411608,57.0526793362805,66.8323377135382,78.4404930753144,52.4816613493096,63.2413337419432,76.4132259793983,48.2494810954988,59.853187973257,74.516663158575,44.3460899969219,56.655944216442,72.7228611984856,40.7537867291914,53.6383774777182,71.0148209210097,37.4520109793289,50.7899477539804,69.3813970388528,34.4195889088432,48.1007568332502,67.8147835948726,"Rapid Decline","Declining","High"
"Desert Lark","Ammomanes deserti","deslar1","Passeriformes","Alaudidae (Larks)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","None","Grassland","Resident",NA,NA,"Desert Lark","Ammomanes deserti","Desert Lark","Ammomanes deserti","Least Concern","Schedule-II","","",NA,"","","",23,0.217391304347826,0.364130434782609,0.521739130434783,7.56521739130435,2.20714389484198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-crowned Sparrow-Lark","Eremopterix nigriceps","bcslar1","Passeriformes","Alaudidae (Larks)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","None","Grassland","Resident",NA,NA,"Black-crowned Sparrow Lark","Eremopterix nigriceps","Black-crowned Sparrow-lark","Eremopterix nigriceps","Least Concern","Schedule-II","","",NA,"","","",40,0.1,0.290625,0.3,7.75,1.71867554850403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashy-crowned Sparrow-Lark","Eremopterix griseus","ascspl1","Passeriformes","Alaudidae (Larks)","Moderate","Moderate Decline","Uncertain","Very Large","Diurnal","Diurnal","Plant & Seed","No","Yes","No","Indian Subcontinent","Open Habitat","Resident",NA,NA,"Ashy-crowned Sparrow Lark","Eremopterix griseus","Ashy-crowned Sparrow-lark","Eremopterix griseus","Least Concern","Schedule-II","","",NA,"X","X","X",2062,0.074199806013579,0.346750727449079,0.423375363724539,9.77837051406402,0.276555857869111,40.3302556893184,49.3769184459862,61.8407813428978,-5.20615724854533,-1.45071337089181,2.30473050676171,69.6888096988613,84.1047314960978,101.795446322414,65.4680647163541,81.7050762393193,102.378415956875,61.4668902033308,79.3944229149145,103.101544332537,57.6960071347363,77.1690821478961,103.932412741982,54.1537995418513,75.0255331910513,104.852767892125,50.8327497577784,72.9604156447399,105.851947204535,47.7225704770034,70.9705216088616,106.923619380721,"Declining","eBird Data Indecisive","Moderate"
"Horsefield's Bushlark","Mirafra javanica","sinbus6","Passeriformes","Alaudidae (Larks)","Moderate","Data Deficient","Strong Decline","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","None","Open Habitat","Within-India Migrant",1,NA,"Singing Bushlark","Mirafra javanica","Horsfield's Bushlark","Mirafra javanica","Least Concern","Schedule-II","","",NA,"","","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Bengal Bushlark","Mirafra assamica","benbus1","Passeriformes","Alaudidae (Larks)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","Yes","No","Indian Subcontinent","Open Habitat","Resident",NA,NA,"Bengal Bushlark","Mirafra assamica","Bengal Bushlark","Mirafra assamica","Least Concern","Schedule-II","","",NA,"X","X","X",371,0.0673854447439353,0.319407008086253,0.38544474393531,10.199460916442,0.58821270755868,91.6263664550417,118.277841634526,148.942689033042,-5.63443506041708,-1.3474558997853,2.93952326084647,66.6316850922142,82.5596280857033,102.644579022963,61.876685549601,79.6512186938709,103.019806155646,57.4243518842913,76.8687819773905,103.553556858196,53.279093371298,74.2062457114683,104.20779186594,49.4319522659675,71.6578575053318,104.960976212284,45.8679966690334,69.2181667989114,105.800408445339,42.5698671207227,66.88200793157,106.718422974739,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Jerdon's Bushlark","Mirafra affinis","jerbus2","Passeriformes","Alaudidae (Larks)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Omnivore","No","Yes","No","Indian Subcontinent","Open Habitat","Resident",NA,NA,"Jerdon's Bushlark","Mirafra affinis","Jerdon's Bushlark","Mirafra affinis","Least Concern","Schedule-II","","",NA,"X","X","X",580,0.0741379310344828,0.452155172413793,0.551724137931034,14.2741379310345,0.550164910507667,83.3801834140133,102.09445854974,124.338781340663,-2.55770526921543,1.01624387314453,4.59019301550448,94.5685605990488,111.786547465251,132.416189776753,93.9332077304033,114.399402988928,139.731145833775,93.2491618747001,117.09553050826,147.614055110222,92.5455292024755,119.877914529428,156.067727755348,91.8390105402893,122.7496584828,165.109759888854,91.1396470562127,125.71398984061,174.766962589307,90.453698551258,128.774265469771,185.072672087903,"Stable","eBird Data Indecisive","Low"
